# {"t_start": 1593262298.9756596, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2
-409.1015344262123,100,2.510467,-409.1015344262123,0.0,0.0
-336.916007399559,100,3.247998,-336.916007399559,0.0,0.0
-381.87320478260517,100,3.960714,-381.87320478260517,0.0,0.0
-198.61165294237435,100,4.687313,-198.61165294237435,0.0,0.0
-354.25733668357134,100,5.400468,-354.25733668357134,0.0,0.0
-264.6120613962412,100,6.111538,-264.6120613962412,0.0,0.0
-384.23657271265984,100,6.814034,-384.23657271265984,0.0,0.0
-302.46506164968014,100,7.527243,-302.46506164968014,0.0,0.0
-432.5946072191,100,8.213706,-432.5946072191,0.0,0.0
-150.79254567623138,100,8.945352,-150.79254567623138,0.0,0.0
-512.9523063749075,100,52.167015,-512.9523063749075,0.0,0.0
-319.7108382433653,100,52.876058,-318.7108382433653,-1.0,0.0
-218.77870205044746,100,53.544204,-218.77870205044746,0.0,0.0
-284.6649121195078,100,54.244483,-284.6649121195078,0.0,0.0
-429.25679525732994,100,54.963616,-427.25679525732994,-2.0,0.0
-244.01724280789495,100,55.675091,-244.01724280789495,0.0,0.0
-440.60714331269264,100,56.348173,-440.60714331269264,0.0,0.0
-260.0598326474428,100,57.045376,-260.0598326474428,0.0,0.0
-186.94993065483868,100,57.735193,-182.94993065483868,-4.0,0.0
-170.81055649369955,100,58.454199,-170.81055649369955,0.0,0.0
-221.75121607258916,100,87.677767,-221.75121607258916,0.0,0.0
-460.5361360013485,100,88.377944,-460.5361360013485,0.0,0.0
-301.4519182033837,100,89.092658,-299.4519182033837,0.0,-2.0
-253.28861758112907,100,89.768008,-253.28861758112907,0.0,0.0
-478.72906928509474,100,90.464215,-478.72906928509474,0.0,0.0
-327.81661752332,100,91.184372,-327.81661752332,0.0,0.0
-532.2617325484753,100,91.890499,-530.2617325484753,-2.0,0.0
-187.54566845297813,100,92.60423,-187.54566845297813,0.0,0.0
-170.21516881510615,100,93.317179,-170.21516881510615,0.0,0.0
-164.03695293143392,100,94.020711,-164.03695293143392,0.0,0.0
-200.2610671147704,100,123.114593,-200.2610671147704,0.0,0.0
-291.2852261438966,100,123.81369,-291.2852261438966,0.0,0.0
-346.86235030088574,100,124.492497,-346.86235030088574,0.0,0.0
-180.11639934778214,100,125.200433,-177.11639934778214,-3.0,0.0
-288.3106630789116,100,125.87813,-286.3106630789116,-2.0,0.0
-424.47589471936226,100,126.554002,-424.47589471936226,0.0,0.0
-350.3687591403723,100,127.24092,-350.3687591403723,0.0,0.0
-254.04983684420586,100,127.914576,-254.04983684420586,0.0,0.0
-250.22573370486498,100,128.626073,-250.22573370486498,0.0,0.0
-405.3529322594404,100,129.302445,-405.3529322594404,0.0,0.0
-240.42047269642353,100,157.585764,-238.42047269642353,-2.0,0.0
-187.33206256106496,100,158.279298,-187.33206256106496,0.0,0.0
-252.77737620472908,100,158.956522,-252.77737620472908,0.0,0.0
-256.4154903423041,100,159.647871,-256.4154903423041,0.0,0.0
-213.90317850466818,100,160.332619,-207.90317850466818,-6.0,0.0
-223.22708367183805,100,161.001595,-223.22708367183805,0.0,0.0
-252.30099016427994,100,161.699851,-252.30099016427994,0.0,0.0
-203.9718385823071,100,162.391471,-203.9718385823071,0.0,0.0
-176.0299595016986,100,163.070684,-176.0299595016986,0.0,0.0
-234.0560478400439,100,163.76584,-234.0560478400439,0.0,0.0
-269.83249667286873,100,192.263779,-269.83249667286873,0.0,0.0
-175.03054263070226,100,192.958991,-175.03054263070226,0.0,0.0
-197.1023407857865,100,193.644487,-197.1023407857865,0.0,0.0
-322.929441832006,100,194.334955,-322.929441832006,0.0,0.0
-249.99363876879215,100,195.022919,-249.99363876879215,0.0,0.0
-266.56188598275185,100,195.708041,-265.56188598275185,-1.0,0.0
-198.711376901716,100,196.397052,-194.711376901716,-4.0,0.0
-200.45954194292426,100,197.093875,-200.45954194292426,0.0,0.0
-217.9336449354887,100,197.764515,-215.9336449354887,-2.0,0.0
-195.87021361291409,100,198.4324,-195.87021361291409,0.0,0.0
-262.0940687805414,100,226.964384,-258.0940687805414,-4.0,0.0
-147.11628884077072,100,227.651618,-145.11628884077072,0.0,-2.0
-174.50459586456418,100,228.358248,-174.50459586456418,0.0,0.0
-251.06929917633533,100,229.080976,-251.06929917633533,0.0,0.0
-173.74253752827644,100,229.770754,-173.74253752827644,0.0,0.0
-135.7115945443511,100,230.429118,-135.7115945443511,0.0,0.0
-249.16816627979279,100,231.13529,-249.16816627979279,0.0,0.0
-257.2542706988752,100,231.854666,-257.2542706988752,0.0,0.0
-366.8640887401998,100,232.537957,-366.8640887401998,0.0,0.0
-186.9745832681656,100,233.225104,-184.9745832681656,-2.0,0.0
-334.2417812496424,100,262.075491,-334.2417812496424,0.0,0.0
-132.26589535921812,100,262.746293,-132.26589535921812,0.0,0.0
-206.47669702768326,100,263.436955,-204.47669702768326,-2.0,0.0
-399.39779564738274,100,264.131599,-393.39779564738274,-3.0,-3.0
-199.86412438750267,100,264.815871,-199.86412438750267,0.0,0.0
-251.88869270309806,100,265.485962,-251.88869270309806,0.0,0.0
-300.47751469910145,100,266.163622,-300.47751469910145,0.0,0.0
-208.75656421482563,100,266.854232,-205.75656421482563,-1.0,-2.0
-196.02320297807455,100,267.529459,-196.02320297807455,0.0,0.0
-237.1539918705821,100,268.204003,-237.1539918705821,0.0,0.0
-224.94735980033875,100,296.289906,-224.94735980033875,0.0,0.0
-226.36282355338335,100,296.936613,-226.36282355338335,0.0,0.0
-252.87940281629562,100,297.5988,-252.87940281629562,0.0,0.0
-308.75151509977877,100,298.279392,-308.75151509977877,0.0,0.0
-162.2846100218594,100,298.964029,-160.2846100218594,0.0,-2.0
-272.1012394949794,100,299.652071,-268.1012394949794,0.0,-4.0
-186.64540008455515,100,300.353569,-186.64540008455515,0.0,0.0
-241.7500154748559,100,301.027877,-239.7500154748559,0.0,-2.0
-205.93540507555008,100,301.718729,-205.93540507555008,0.0,0.0
-162.81663488969207,100,302.385839,-158.81663488969207,0.0,-4.0
-312.9101643152535,100,330.277382,-306.9101643152535,0.0,-6.0
-248.94653603434563,100,330.965319,-248.94653603434563,0.0,0.0
-144.21263187937438,100,331.662914,-142.21263187937438,0.0,-2.0
-197.72581411898136,100,332.33619,-197.72581411898136,0.0,0.0
-241.43107226490974,100,333.034967,-241.43107226490974,0.0,0.0
-197.33353824913502,100,333.730438,-193.33353824913502,-2.0,-2.0
-244.52579159289598,100,334.419918,-244.52579159289598,0.0,0.0
-220.23384454846382,100,335.126096,-220.23384454846382,0.0,0.0
-408.2483660578728,100,335.805386,-408.2483660578728,0.0,0.0
-207.9562243707478,100,336.479605,-200.9562243707478,-7.0,0.0
-130.6980199329555,100,364.155016,-130.6980199329555,0.0,0.0
-239.68309573829174,100,364.850881,-239.68309573829174,0.0,0.0
-153.93763118982315,100,365.532224,-153.93763118982315,0.0,0.0
-259.0563572011888,100,366.210217,-257.0563572011888,-2.0,0.0
-260.2472263686359,100,366.894533,-256.2472263686359,0.0,-4.0
-193.6886213477701,100,367.57795,-193.6886213477701,0.0,0.0
-220.82456043362617,100,368.274593,-220.82456043362617,0.0,0.0
-163.53574552387,100,368.977286,-161.53574552387,0.0,-2.0
-269.0855146124959,100,369.674554,-269.0855146124959,0.0,0.0
-153.38526510633528,100,370.388043,-153.38526510633528,0.0,0.0
-166.27860590815544,100,398.472154,-166.27860590815544,0.0,0.0
-274.34991481900215,100,399.149002,-274.34991481900215,0.0,0.0
-289.4069135785103,100,399.820447,-289.4069135785103,0.0,0.0
-227.01497083716094,100,400.497111,-227.01497083716094,0.0,0.0
-209.75906440615654,100,401.18456,-205.75906440615654,-4.0,0.0
-194.22374992072582,100,401.906208,-194.22374992072582,0.0,0.0
-192.908474361524,100,402.596083,-192.908474361524,0.0,0.0
-239.7165715135634,100,403.271553,-239.7165715135634,0.0,0.0
-189.81062005553395,100,403.979082,-189.81062005553395,0.0,0.0
-120.70940725877881,100,404.666257,-120.70940725877881,0.0,0.0
-199.9026422277093,100,432.547719,-199.9026422277093,0.0,0.0
-153.50183736532927,100,433.245256,-153.50183736532927,0.0,0.0
-117.48581708408892,100,433.938901,-117.48581708408892,0.0,0.0
-238.39596191234887,100,434.636666,-238.39596191234887,0.0,0.0
-181.56349524110556,100,435.326487,-181.56349524110556,0.0,0.0
-233.73266661912203,100,436.006588,-231.73266661912203,-2.0,0.0
-264.1359124928713,100,436.7062,-264.1359124928713,0.0,0.0
-177.64396511018276,100,437.404462,-177.64396511018276,0.0,0.0
-212.89003343135118,100,438.097475,-206.89003343135118,-2.0,-4.0
-150.4252994209528,100,438.809303,-150.4252994209528,0.0,0.0
-157.08932083845139,100,467.193452,-157.08932083845139,0.0,0.0
-191.75688906759024,100,467.866731,-191.75688906759024,0.0,0.0
-168.07216612249613,100,468.555156,-166.07216612249613,0.0,-2.0
-94.54869079217315,100,469.236605,-87.54869079217315,-4.0,-3.0
-206.57302464917302,100,469.913996,-204.57302464917302,-1.0,-1.0
-203.66187155991793,100,470.623444,-203.66187155991793,0.0,0.0
-233.51426799595356,100,471.299839,-233.51426799595356,0.0,0.0
-182.6319242483005,100,471.982346,-182.6319242483005,0.0,0.0
-238.07060647010803,100,472.685501,-238.07060647010803,0.0,0.0
-128.98290119878948,100,473.373217,-127.98290119878948,0.0,-1.0
-143.02394984196872,100,501.532531,-143.02394984196872,0.0,0.0
-208.3158610407263,100,502.224669,-196.3158610407263,-6.0,-6.0
-261.92800579965115,100,502.92404,-261.92800579965115,0.0,0.0
-145.01822109799832,100,503.629175,-145.01822109799832,0.0,0.0
-187.03923939168453,100,504.314497,-187.03923939168453,0.0,0.0
-142.8998261988163,100,505.023522,-142.8998261988163,0.0,0.0
-125.2961766961962,100,505.723277,-119.2961766961962,-4.0,-2.0
-191.9658124819398,100,506.418176,-184.9658124819398,-7.0,0.0
-216.37759199365973,100,507.115479,-216.37759199365973,0.0,0.0
-148.44035882875323,100,507.785311,-140.44035882875323,-4.0,-4.0
-161.87545381486416,100,536.416198,-154.87545381486416,-2.0,-5.0
-163.4640039987862,100,537.097681,-157.4640039987862,-3.0,-3.0
-229.98710038140416,100,537.809099,-229.98710038140416,0.0,0.0
-186.65962736681104,100,538.522777,-186.65962736681104,0.0,0.0
-151.85230305138975,100,539.227221,-147.85230305138975,0.0,-4.0
-135.90447184816003,100,539.921956,-127.90447184816003,-8.0,0.0
-162.55458150058985,100,540.633755,-155.55458150058985,-4.0,-3.0
-259.17084082588553,100,541.323463,-259.17084082588553,0.0,0.0
-196.90624637901783,100,542.008708,-196.90624637901783,0.0,0.0
-171.4156091408804,100,542.701488,-169.4156091408804,-2.0,0.0
-235.64253140985966,100,571.455693,-229.64253140985966,-4.0,-2.0
-192.68594905361533,100,572.149501,-190.68594905361533,0.0,-2.0
-206.73018285632133,100,572.85271,-206.73018285632133,0.0,0.0
-154.421246945858,100,573.557061,-154.421246945858,0.0,0.0
-292.2234876975417,100,574.23665,-292.2234876975417,0.0,0.0
-198.63056536018848,100,574.941994,-198.63056536018848,0.0,0.0
-221.48603692650795,100,575.630279,-218.48603692650795,0.0,-3.0
-166.89870356023312,100,576.322856,-163.89870356023312,-2.0,-1.0
-211.8825362622738,100,577.036671,-211.8825362622738,0.0,0.0
-288.5407423302531,100,577.710589,-266.5407423302531,-13.0,-9.0
-217.8883261787705,100,606.190999,-217.8883261787705,0.0,0.0
-168.01316241174936,100,606.88248,-158.01316241174936,-4.0,-6.0
-179.55079788714647,100,607.575487,-177.55079788714647,0.0,-2.0
-209.90754178911448,100,608.26831,-209.90754178911448,0.0,0.0
-256.9267037436366,100,608.969583,-256.9267037436366,0.0,0.0
-114.03450627438724,100,609.631057,-114.03450627438724,0.0,0.0
-163.0409943498671,100,610.300334,-163.0409943498671,0.0,0.0
-116.6705163512379,100,610.974745,-114.6705163512379,0.0,-2.0
-217.61261457949877,100,611.647938,-213.61261457949877,-4.0,0.0
-113.0506141744554,100,612.346326,-113.0506141744554,0.0,0.0
-150.33386592566967,100,641.070269,-148.33386592566967,0.0,-2.0
-243.2255939198658,100,641.776456,-243.2255939198658,0.0,0.0
-137.34962046518922,100,642.451888,-135.34962046518922,-1.0,-1.0
-126.27920241095126,100,643.125051,-122.27920241095126,0.0,-4.0
-144.7353686541319,100,643.816297,-142.7353686541319,-2.0,0.0
-178.71514440327883,100,644.506829,-178.71514440327883,0.0,0.0
-129.32429553754628,100,645.200926,-129.32429553754628,0.0,0.0
-204.29856502637267,100,645.90399,-204.29856502637267,0.0,0.0
-114.64236789289862,100,646.599034,-114.64236789289862,0.0,0.0
-190.10988316871226,100,647.303787,-190.10988316871226,0.0,0.0
-195.88873696699739,100,676.09829,-182.88873696699739,-8.0,-5.0
-139.42219276353717,100,676.797637,-131.42219276353717,-4.0,-4.0
-268.2136381645687,100,677.500639,-268.2136381645687,0.0,0.0
-240.2520852535963,100,678.190076,-238.2520852535963,0.0,-2.0
-194.53337044641376,100,678.879897,-188.53337044641376,-6.0,0.0
-271.9766857996583,100,679.557462,-271.9766857996583,0.0,0.0
-156.89102187380195,100,680.275732,-156.89102187380195,0.0,0.0
-192.19711178541183,100,680.950436,-189.19711178541183,-3.0,0.0
-182.1059515401721,100,681.647354,-176.1059515401721,0.0,-6.0
-253.6586422175169,100,682.357713,-247.6586422175169,-3.0,-3.0
-144.8666091542691,100,710.677685,-142.8666091542691,0.0,-2.0
-186.397710070014,100,711.353398,-183.397710070014,-2.0,-1.0
-139.9551488161087,100,712.040116,-139.9551488161087,0.0,0.0
-179.35381995886564,100,712.731676,-171.35381995886564,-6.0,-2.0
-182.02624028362334,100,713.427739,-182.02624028362334,0.0,0.0
-188.18106367159635,100,714.133554,-188.18106367159635,0.0,0.0
-238.6529042162001,100,714.84189,-234.6529042162001,-2.0,-2.0
-159.21481318585575,100,715.527783,-159.21481318585575,0.0,0.0
-276.980322599411,100,716.230531,-276.980322599411,0.0,0.0
-128.01223966106772,100,716.944047,-128.01223966106772,0.0,0.0
-182.76108652492985,100,745.213909,-180.76108652492985,0.0,-2.0
-182.68234523758292,100,745.911267,-182.68234523758292,0.0,0.0
-168.27420814335346,100,746.596534,-168.27420814335346,0.0,0.0
-277.17855515144765,100,747.302239,-276.17855515144765,-1.0,0.0
-233.76858538389206,100,748.000094,-233.76858538389206,0.0,0.0
-205.82009756937623,100,748.698788,-204.82009756937623,0.0,-1.0
-169.49189522862434,100,749.371958,-169.49189522862434,0.0,0.0
-116.68184829689562,100,750.059787,-115.68184829689562,0.0,-1.0
-260.4896463230252,100,750.759392,-260.4896463230252,0.0,0.0
-164.25141009688377,100,751.459084,-164.25141009688377,0.0,0.0
-177.68274511396885,100,779.574618,-169.68274511396885,-4.0,-4.0
-195.56902868114412,100,780.260031,-194.56902868114412,-1.0,0.0
-230.02138948626816,100,780.987395,-230.02138948626816,0.0,0.0
-223.18104186281562,100,781.671187,-217.18104186281562,0.0,-6.0
-105.46527307108045,100,782.366033,-102.46527307108045,-3.0,0.0
-187.54263626039028,100,783.078892,-187.54263626039028,0.0,0.0
-216.11210864782333,100,783.76564,-216.11210864782333,0.0,0.0
-215.05185548216105,100,784.485839,-210.05185548216105,0.0,-5.0
-110.48814984411001,100,785.209996,-106.48814984411001,0.0,-4.0
-141.88916590064764,100,785.910226,-141.88916590064764,0.0,0.0
-251.0033116042614,100,814.757716,-251.0033116042614,0.0,0.0
-248.2234504967928,100,815.465111,-246.2234504967928,-1.0,-1.0
-149.53217914607376,100,816.166319,-136.53217914607376,-8.0,-5.0
-241.64147071540356,100,816.862764,-241.64147071540356,0.0,0.0
-183.1353950491175,100,817.566576,-180.1353950491175,-3.0,0.0
-216.6026692762971,100,818.267238,-216.6026692762971,0.0,0.0
-139.61381662636995,100,818.967043,-135.61381662636995,-2.0,-2.0
-157.5281710512936,100,819.644766,-153.5281710512936,-2.0,-2.0
-217.4423140734434,100,820.317178,-217.4423140734434,0.0,0.0
-212.66190491616726,100,821.014797,-211.66190491616726,-1.0,0.0
-169.22139900084585,100,850.201354,-168.22139900084585,0.0,-1.0
-242.8359125093557,100,850.903035,-226.8359125093557,-8.0,-8.0
-108.00013275258243,100,851.612407,-108.00013275258243,0.0,0.0
-228.0062184408307,100,852.322648,-228.0062184408307,0.0,0.0
-157.07778369262815,100,853.027904,-154.07778369262815,0.0,-3.0
-248.79431302845478,100,853.743573,-246.79431302845478,-2.0,0.0
-202.43321476131678,100,854.452502,-200.43321476131678,-1.0,-1.0
-208.36076145246625,100,855.150731,-204.36076145246625,-2.0,-2.0
-202.7177233826369,100,855.859084,-198.7177233826369,-4.0,0.0
-256.07093074917793,100,856.521935,-256.07093074917793,0.0,0.0
-177.39698879420757,100,885.046441,-177.39698879420757,0.0,0.0
-155.88184159249067,100,885.75018,-151.88184159249067,-1.0,-3.0
-167.42009550426155,100,886.443949,-164.42009550426155,-3.0,0.0
-242.35511960834265,100,887.143414,-237.35511960834265,-5.0,0.0
-182.46523460932076,100,887.85562,-182.46523460932076,0.0,0.0
-144.0099492147565,100,888.57156,-144.0099492147565,0.0,0.0
-209.1983648389578,100,889.282561,-208.1983648389578,0.0,-1.0
-137.1067417766899,100,889.965314,-137.1067417766899,0.0,0.0
-133.69900083285756,100,890.663291,-130.69900083285756,0.0,-3.0
-152.6040927954018,100,891.389223,-145.6040927954018,-4.0,-3.0
-233.6537844017148,100,920.133007,-233.6537844017148,0.0,0.0
-251.05237747728825,100,920.848268,-251.05237747728825,0.0,0.0
-152.32908971887082,100,921.554084,-147.32908971887082,-2.0,-3.0
-266.20378466695547,100,922.240971,-266.20378466695547,0.0,0.0
-206.1125365793705,100,922.930454,-206.1125365793705,0.0,0.0
-140.07155236415565,100,923.637053,-136.07155236415565,-3.0,-1.0
-157.71327652037144,100,924.337251,-149.71327652037144,-4.0,-4.0
-253.49479569494724,100,925.038198,-253.49479569494724,0.0,0.0
-186.8959073042497,100,925.738083,-186.8959073042497,0.0,0.0
-160.89580789767206,100,926.447387,-158.89580789767206,0.0,-2.0
-181.11735570058227,100,955.576905,-175.11735570058227,-3.0,-3.0
-259.7455904856324,100,956.283876,-259.7455904856324,0.0,0.0
-177.30468218773603,100,956.980953,-172.30468218773603,0.0,-5.0
-170.042413726449,100,957.684852,-170.042413726449,0.0,0.0
-122.75306602660567,100,958.384176,-119.75306602660567,-2.0,-1.0
-185.4599056094885,100,959.086186,-180.4599056094885,-5.0,0.0
-177.0863401889801,100,959.78725,-175.0863401889801,-1.0,-1.0
-158.65645732730627,100,960.485629,-158.65645732730627,0.0,0.0
-207.96597868204117,100,961.201708,-207.96597868204117,0.0,0.0
-218.21771904453635,100,961.896836,-218.21771904453635,0.0,0.0
-237.69764874875546,100,990.532423,-234.69764874875546,0.0,-3.0
-196.5126923546195,100,991.247168,-196.5126923546195,0.0,0.0
-113.73655457422137,100,991.964571,-111.73655457422137,0.0,-2.0
-227.03852981328964,100,992.663573,-227.03852981328964,0.0,0.0
-272.04810550808907,100,993.356461,-272.04810550808907,0.0,0.0
-168.45265375077724,100,994.059132,-167.45265375077724,0.0,-1.0
-163.73409255966544,100,994.756797,-163.73409255966544,0.0,0.0
-130.67560470849276,100,995.460955,-130.67560470849276,0.0,0.0
