# {"t_start": 1593491457.4439437, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5
-274.9266555085778,100,4.357807,-274.9266555085778,0.0,0.0,0.0,0.0,0.0
-323.4894651416689,100,5.665739,-323.4894651416689,0.0,0.0,0.0,0.0,0.0
-339.928868342191,100,7.043272,-339.928868342191,0.0,0.0,0.0,0.0,0.0
-345.01332203298807,100,8.441529,-345.01332203298807,0.0,0.0,0.0,0.0,0.0
-377.3144783079624,100,9.769285,-377.3144783079624,0.0,0.0,0.0,0.0,0.0
-387.81299075111747,100,11.15684,-387.81299075111747,0.0,0.0,0.0,0.0,0.0
-744.9126234054565,100,12.594069,-744.9126234054565,0.0,0.0,0.0,0.0,0.0
-305.6003059623763,100,14.056257,-305.6003059623763,0.0,0.0,0.0,0.0,0.0
-386.50657763145864,100,15.462726,-386.50657763145864,0.0,0.0,0.0,0.0,0.0
-291.55867943167686,100,16.896886,-291.55867943167686,0.0,0.0,0.0,0.0,0.0
-326.0604358194396,100,25.882281,-326.0604358194396,0.0,0.0,0.0,0.0,0.0
-402.86663280427456,100,27.311238,-402.86663280427456,0.0,0.0,0.0,0.0,0.0
-354.6940140761435,100,28.749353,-354.6940140761435,0.0,0.0,0.0,0.0,0.0
-459.2187826409936,100,30.174179,-459.2187826409936,0.0,0.0,0.0,0.0,0.0
-855.8367460407317,100,31.610464,-855.8367460407317,0.0,0.0,0.0,0.0,0.0
-448.1391819808632,100,33.046577,-448.1391819808632,0.0,0.0,0.0,0.0,0.0
-318.17643339186907,100,34.481258,-318.17643339186907,0.0,0.0,0.0,0.0,0.0
-241.66710551828146,100,35.8531,-241.66710551828146,0.0,0.0,0.0,0.0,0.0
-259.60039239004254,100,37.275417,-259.60039239004254,0.0,0.0,0.0,0.0,0.0
-443.6821238351986,100,38.729199,-443.6821238351986,0.0,0.0,0.0,0.0,0.0
-333.70845859404653,100,43.36121,-333.70845859404653,0.0,0.0,0.0,0.0,0.0
-248.51862354949117,100,44.718364,-248.51862354949117,0.0,0.0,0.0,0.0,0.0
-274.3064667088911,100,46.061538,-274.3064667088911,0.0,0.0,0.0,0.0,0.0
-320.07573812361807,100,47.433956,-320.07573812361807,0.0,0.0,0.0,0.0,0.0
-432.0741134621203,100,48.822599,-432.0741134621203,0.0,0.0,0.0,0.0,0.0
-454.0335012357682,100,50.189263,-454.0335012357682,0.0,0.0,0.0,0.0,0.0
-434.7381151281297,100,51.52079,-434.7381151281297,0.0,0.0,0.0,0.0,0.0
-266.3359465710819,100,52.854523,-266.3359465710819,0.0,0.0,0.0,0.0,0.0
-408.19563855975866,100,54.195155,-408.19563855975866,0.0,0.0,0.0,0.0,0.0
-944.0790132135153,100,55.504354,-944.0790132135153,0.0,0.0,0.0,0.0,0.0
-345.90899884328246,100,60.009945,-345.90899884328246,0.0,0.0,0.0,0.0,0.0
-314.12376854754984,100,61.298432,-314.12376854754984,0.0,0.0,0.0,0.0,0.0
