# {"t_start": 1593491457.4271328, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5
-283.1082281116396,100,4.377447,-283.1082281116396,0.0,0.0,0.0,0.0,0.0
-451.6809996217489,100,5.681946,-451.6809996217489,0.0,0.0,0.0,0.0,0.0
-325.69427499361336,100,7.061291,-325.69427499361336,0.0,0.0,0.0,0.0,0.0
-376.4002740625292,100,8.458005,-376.4002740625292,0.0,0.0,0.0,0.0,0.0
-455.1664835959673,100,9.781474,-455.1664835959673,0.0,0.0,0.0,0.0,0.0
-261.9813002888113,100,11.17106,-261.9813002888113,0.0,0.0,0.0,0.0,0.0
-544.7388663440943,100,12.614857,-544.7388663440943,0.0,0.0,0.0,0.0,0.0
-305.8212851844728,100,14.070751,-305.8212851844728,0.0,0.0,0.0,0.0,0.0
-339.18902929127216,100,15.47971,-339.18902929127216,0.0,0.0,0.0,0.0,0.0
-400.581411216408,100,16.912599,-400.581411216408,0.0,0.0,0.0,0.0,0.0
-618.96422059834,100,25.896464,-618.96422059834,0.0,0.0,0.0,0.0,0.0
-568.7177341803908,100,27.328021,-568.7177341803908,0.0,0.0,0.0,0.0,0.0
-381.2381056547165,100,28.766503,-381.2381056547165,0.0,0.0,0.0,0.0,0.0
-790.6674268655479,100,30.192537,-790.6674268655479,0.0,0.0,0.0,0.0,0.0
-540.9604899659753,100,31.628638,-540.9604899659753,0.0,0.0,0.0,0.0,0.0
-1042.9866477251053,100,33.062936,-1042.9866477251053,0.0,0.0,0.0,0.0,0.0
-314.15153456293046,100,34.498969,-314.15153456293046,0.0,0.0,0.0,0.0,0.0
-272.199623583816,100,35.868882,-272.199623583816,0.0,0.0,0.0,0.0,0.0
-623.6206989120692,100,37.293688,-623.6206989120692,0.0,0.0,0.0,0.0,0.0
-365.89408806338906,100,38.74724,-365.89408806338906,0.0,0.0,0.0,0.0,0.0
-402.3532969048247,100,43.380258,-402.3532969048247,0.0,0.0,0.0,0.0,0.0
-282.6517337481491,100,44.732429,-282.6517337481491,0.0,0.0,0.0,0.0,0.0
-277.7955224914476,100,46.079202,-277.7955224914476,0.0,0.0,0.0,0.0,0.0
-411.2156873717904,100,47.452316,-411.2156873717904,0.0,0.0,0.0,0.0,0.0
-239.0722071249038,100,48.837261,-239.0722071249038,0.0,0.0,0.0,0.0,0.0
-527.8735772632062,100,50.205241,-527.8735772632062,0.0,0.0,0.0,0.0,0.0
-403.2622549161315,100,51.539936,-403.2622549161315,0.0,0.0,0.0,0.0,0.0
-315.4065605569631,100,52.871848,-315.4065605569631,0.0,0.0,0.0,0.0,0.0
-764.8154978081584,100,54.213267,-764.8154978081584,0.0,0.0,0.0,0.0,0.0
-322.1839826181531,100,55.522185,-322.1839826181531,0.0,0.0,0.0,0.0,0.0
-299.4879515748471,100,60.023855,-299.4879515748471,0.0,0.0,0.0,0.0,0.0
-320.1909430567175,100,61.315074,-320.1909430567175,0.0,0.0,0.0,0.0,0.0
-404.0156559147872,100,62.649325,-404.0156559147872,0.0,0.0,0.0,0.0,0.0
-286.62612466234714,100,64.032687,-286.62612466234714,0.0,0.0,0.0,0.0,0.0
-313.9890429601073,100,65.385343,-313.9890429601073,0.0,0.0,0.0,0.0,0.0
-469.15328078716993,100,66.828535,-469.15328078716993,0.0,0.0,0.0,0.0,0.0
-399.5784503016621,100,68.216602,-399.5784503016621,0.0,0.0,0.0,0.0,0.0
-317.32349301688373,100,69.660769,-317.32349301688373,0.0,0.0,0.0,0.0,0.0
-327.18737032637,100,70.963748,-327.18737032637,0.0,0.0,0.0,0.0,0.0
-372.8510800432414,100,72.331077,-372.8510800432414,0.0,0.0,0.0,0.0,0.0
-262.8520437069237,100,76.680853,-262.8520437069237,0.0,0.0,0.0,0.0,0.0
-360.3273431863636,100,78.034611,-360.3273431863636,0.0,0.0,0.0,0.0,0.0
-280.9672756190412,100,79.425763,-280.9672756190412,0.0,0.0,0.0,0.0,0.0
-267.220577981323,100,80.744113,-267.220577981323,0.0,0.0,0.0,0.0,0.0
-318.7547317929566,100,82.191511,-318.7547317929566,0.0,0.0,0.0,0.0,0.0
-413.16121528530493,100,83.641453,-413.16121528530493,0.0,0.0,0.0,0.0,0.0
-308.71015550848097,100,85.038733,-308.71015550848097,0.0,0.0,0.0,0.0,0.0
-338.1440365090966,100,86.448006,-338.1440365090966,0.0,0.0,0.0,0.0,0.0
-305.66116296313703,100,87.828861,-305.66116296313703,0.0,0.0,0.0,0.0,0.0
-466.10783294122666,100,89.27138,-466.10783294122666,0.0,0.0,0.0,0.0,0.0
-303.1283252891153,100,93.514059,-303.1283252891153,0.0,0.0,0.0,0.0,0.0
-232.32134081050754,100,94.890361,-232.32134081050754,0.0,0.0,0.0,0.0,0.0
-332.2049348670989,100,96.118034,-332.2049348670989,0.0,0.0,0.0,0.0,0.0
-221.1518591027707,100,97.453675,-221.1518591027707,0.0,0.0,0.0,0.0,0.0
-306.87117935344577,100,98.769353,-306.87117935344577,0.0,0.0,0.0,0.0,0.0
-268.88732942193747,100,100.154933,-268.88732942193747,0.0,0.0,0.0,0.0,0.0
-294.3569985218346,100,101.507055,-294.3569985218346,0.0,0.0,0.0,0.0,0.0
-252.58981431787834,100,102.930036,-252.58981431787834,0.0,0.0,0.0,0.0,0.0
-419.22203672118485,100,104.29336,-419.22203672118485,0.0,0.0,0.0,0.0,0.0
-410.81870755925775,100,105.681319,-410.81870755925775,0.0,0.0,0.0,0.0,0.0
-279.3503961954266,100,110.280241,-279.3503961954266,0.0,0.0,0.0,0.0,0.0
-397.19644232839346,100,111.640778,-397.19644232839346,0.0,0.0,0.0,0.0,0.0
-334.5418529845774,100,113.016079,-334.5418529845774,0.0,0.0,0.0,0.0,0.0
-314.72737517324276,100,114.427773,-314.72737517324276,0.0,0.0,0.0,0.0,0.0
-278.4959432887845,100,115.822925,-278.4959432887845,0.0,0.0,0.0,0.0,0.0
-228.20313068293035,100,117.227792,-228.20313068293035,0.0,0.0,0.0,0.0,0.0
-400.47255983017385,100,118.608752,-400.47255983017385,0.0,0.0,0.0,0.0,0.0
-284.5852134730667,100,119.997375,-284.5852134730667,0.0,0.0,0.0,0.0,0.0
-265.79915691912174,100,121.374743,-265.79915691912174,0.0,0.0,0.0,0.0,0.0
-270.19751176424325,100,122.771657,-270.19751176424325,0.0,0.0,0.0,0.0,0.0
-265.1480490453541,100,127.064968,-265.1480490453541,0.0,0.0,0.0,0.0,0.0
-267.1101284250617,100,128.441898,-267.1101284250617,0.0,0.0,0.0,0.0,0.0
-311.7004575552419,100,129.859032,-311.7004575552419,0.0,0.0,0.0,0.0,0.0
-307.5692840144038,100,131.283391,-307.5692840144038,0.0,0.0,0.0,0.0,0.0
-263.1152373906225,100,132.695302,-263.1152373906225,0.0,0.0,0.0,0.0,0.0
-318.992994020693,100,134.069346,-318.992994020693,0.0,0.0,0.0,0.0,0.0
-302.60615868493915,100,135.435485,-302.60615868493915,0.0,0.0,0.0,0.0,0.0
-310.8709068032913,100,136.696048,-310.8709068032913,0.0,0.0,0.0,0.0,0.0
-233.59482250455767,100,138.103688,-233.59482250455767,0.0,0.0,0.0,0.0,0.0
-298.217859916389,100,139.500643,-298.217859916389,0.0,0.0,0.0,0.0,0.0
-288.26160628534853,100,143.940206,-288.26160628534853,0.0,0.0,0.0,0.0,0.0
-199.91923626326025,100,145.345134,-199.91923626326025,0.0,0.0,0.0,0.0,0.0
-340.90025821328163,100,146.695771,-340.90025821328163,0.0,0.0,0.0,0.0,0.0
-281.9408955536783,100,148.084145,-281.9408955536783,0.0,0.0,0.0,0.0,0.0
-262.1346811344847,100,149.383956,-262.1346811344847,0.0,0.0,0.0,0.0,0.0
-283.36877571605146,100,150.704636,-283.36877571605146,0.0,0.0,0.0,0.0,0.0
-296.2852336233482,100,152.117507,-296.2852336233482,0.0,0.0,0.0,0.0,0.0
-279.5155766028911,100,153.428211,-279.5155766028911,0.0,0.0,0.0,0.0,0.0
-226.5645104367286,100,154.82691,-226.5645104367286,0.0,0.0,0.0,0.0,0.0
-215.36919955955818,100,156.257742,-215.36919955955818,0.0,0.0,0.0,0.0,0.0
-300.45242013037205,100,160.960098,-300.45242013037205,0.0,0.0,0.0,0.0,0.0
-257.2478673988953,100,162.282457,-257.2478673988953,0.0,0.0,0.0,0.0,0.0
-360.116462752223,100,163.655827,-360.116462752223,0.0,0.0,0.0,0.0,0.0
-218.2946962788701,100,164.961091,-218.2946962788701,0.0,0.0,0.0,0.0,0.0
-289.1415642714128,100,166.310874,-289.1415642714128,0.0,0.0,0.0,0.0,0.0
-315.20006259484217,100,167.619774,-315.20006259484217,0.0,0.0,0.0,0.0,0.0
-241.01069917157292,100,168.968704,-241.01069917157292,0.0,0.0,0.0,0.0,0.0
-295.0120526412502,100,170.325962,-295.0120526412502,0.0,0.0,0.0,0.0,0.0
-316.56228702515364,100,171.684212,-316.56228702515364,0.0,0.0,0.0,0.0,0.0
-246.65758464951068,100,172.986732,-246.65758464951068,0.0,0.0,0.0,0.0,0.0
-182.5731998551637,100,196.144796,-182.5731998551637,0.0,0.0,0.0,0.0,0.0
-276.0442546978593,100,197.489786,-276.0442546978593,0.0,0.0,0.0,0.0,0.0
-228.6624000640586,100,198.820202,-228.6624000640586,0.0,0.0,0.0,0.0,0.0
-241.27888011932373,100,200.140415,-241.27888011932373,0.0,0.0,0.0,0.0,0.0
-248.47830553911626,100,201.513614,-248.47830553911626,0.0,0.0,0.0,0.0,0.0
-334.96373331546783,100,202.849929,-334.96373331546783,0.0,0.0,0.0,0.0,0.0
-241.6057203616947,100,204.156723,-241.6057203616947,0.0,0.0,0.0,0.0,0.0
-276.6862026900053,100,205.4832,-276.6862026900053,0.0,0.0,0.0,0.0,0.0
-266.74632541276515,100,206.859239,-266.74632541276515,0.0,0.0,0.0,0.0,0.0
-287.87231299094856,100,208.255546,-287.87231299094856,0.0,0.0,0.0,0.0,0.0
-253.95158444996923,100,213.078679,-253.95158444996923,0.0,0.0,0.0,0.0,0.0
-351.3952537663281,100,214.412846,-351.3952537663281,0.0,0.0,0.0,0.0,0.0
-250.3281277101487,100,215.788005,-250.3281277101487,0.0,0.0,0.0,0.0,0.0
-185.844217129983,100,217.181283,-185.844217129983,0.0,0.0,0.0,0.0,0.0
-243.33550295047462,100,218.601151,-243.33550295047462,0.0,0.0,0.0,0.0,0.0
