# {"t_start": 1594433594.6293201, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5,r6
6,100,6.556307,0,0,0,0,6,0,0
18,100,9.916559,0,0,1,4,13,0,0
12,100,13.1734,0,0,0,0,12,0,0
0,100,16.36295,0,1,0,0,-1,0,0
0,100,20.002972,16,7,0,3,-26,0,0
0,100,23.589915,0,0,0,6,-6,0,0
0,100,27.050216,12,0,3,2,-17,0,0
0,100,30.492754,0,1,1,0,-2,0,0
27,100,33.853116,0,2,0,0,25,0,0
12,100,37.26413,0,0,4,0,8,0,0
0,100,90.124341,32,16,6,5,-59,0,0
15,100,93.728883,8,3,2,0,2,0,0
0,100,97.315314,14,0,3,6,-23,0,0
0,100,100.671832,0,0,2,0,-2,0,0
6,100,104.136717,0,3,0,0,3,0,0
0,100,107.555493,36,0,9,0,-45,0,0
0,100,111.032361,0,0,0,2,-2,0,0
9,100,114.542894,0,0,0,3,6,0,0
9,100,118.146922,0,0,0,0,9,0,0
9,100,121.219034,0,0,1,0,8,0,0
0,100,139.633858,0,0,0,0,0,0,0
0,100,143.184138,0,0,0,0,0,0,0
9,100,146.536625,0,0,0,2,7,0,0
12,100,149.863279,4,2,0,2,4,0,0
18,100,153.113918,0,0,0,0,18,0,0
9,100,156.030314,2,0,0,0,7,0,0
33,100,158.934843,8,0,2,0,23,0,0
42,100,161.846328,2,3,0,0,37,0,0
0,100,164.858219,0,2,0,0,-2,0,0
9,100,167.727695,0,4,1,0,4,0,0
0,100,185.707062,1,3,5,0,-9,0,0
18,100,188.670239,5,0,0,0,13,0,0
9,100,191.55579,8,0,2,0,-1,0,0
12,100,194.584999,25,4,2,5,-24,0,0
15,100,197.529351,0,6,0,0,9,0,0
0,100,200.459997,4,1,0,0,-5,0,0
12,100,203.391108,8,0,4,0,0,0,0
0,100,206.557791,0,0,0,0,0,0,0
0,100,209.512698,4,4,0,2,-10,0,0
15,100,212.420332,0,0,5,0,10,0,0
9,100,229.853342,2,0,0,0,7,0,0
0,100,232.739706,1,0,0,3,-4,0,0
12,100,235.630999,22,0,4,0,-14,0,0
0,100,238.515654,0,0,2,2,-4,0,0
30,100,241.3239,7,2,0,0,21,0,0
6,100,244.213242,0,0,0,4,2,0,0
0,100,247.001862,0,0,0,0,0,0,0
54,100,249.780209,0,0,0,0,54,0,0
0,100,252.992466,0,0,5,3,-8,0,0
0,100,255.895736,0,0,2,0,-2,0,0
3,100,274.623345,4,4,0,5,-10,0,0
0,100,278.251357,0,0,3,0,-3,0,0
3,100,281.725159,5,1,0,0,-3,0,0
0,100,284.642144,0,0,2,0,-2,0,0
0,100,287.460084,0,4,2,0,-6,0,0
27,100,290.335886,8,1,0,2,16,0,0
15,100,293.15282,5,2,0,0,8,0,0
9,100,296.070647,2,0,0,0,7,0,0
0,100,298.916098,0,0,0,0,0,0,0
0,100,301.736356,2,5,0,0,-7,0,0
0,100,319.370775,0,7,0,0,-7,0,0
93,100,322.994281,0,0,3,0,90,0,0
9,100,326.476829,0,0,0,0,9,0,0
0,100,329.766888,8,0,0,2,-10,0,0
0,100,332.994618,8,0,2,2,-12,0,0
6,100,336.023904,2,0,0,0,4,0,0
0,100,339.153977,63,0,13,0,-76,0,0
36,100,342.319662,0,0,5,1,30,0,0
0,100,345.303377,0,0,1,0,-1,0,0
12,100,348.130823,0,0,0,0,12,0,0
3,100,366.080462,5,0,0,1,-3,0,0
42,100,369.154614,0,0,0,0,42,0,0
0,100,372.338305,5,0,0,0,-5,0,0
30,100,375.48,0,0,0,0,30,0,0
12,100,378.525502,0,0,0,5,7,0,0
12,100,381.664862,0,0,2,0,10,0,0
24,100,384.920893,0,0,0,0,24,0,0
9,100,388.245161,10,0,4,0,-5,0,0
24,100,391.351109,2,0,0,0,22,0,0
6,100,394.477931,0,0,0,0,6,0,0
9,100,411.7032,0,0,0,1,8,0,0
78,100,414.536776,0,0,0,0,78,0,0
0,100,417.381942,0,0,2,0,-2,0,0
21,100,420.218019,8,0,2,0,11,0,0
30,100,423.025154,0,0,0,0,30,0,0
12,100,425.809623,12,0,0,3,-3,0,0
0,100,428.630812,0,0,0,2,-2,0,0
0,100,431.402899,0,0,0,0,0,0,0
0,100,434.222755,8,1,0,4,-13,0,0
6,100,437.029177,8,0,0,3,-5,0,0
39,100,454.776037,0,0,1,0,38,0,0
9,100,458.156768,0,0,0,0,9,0,0
18,100,461.144976,8,1,4,0,5,0,0
15,100,464.069877,0,0,0,0,15,0,0
3,100,467.247226,0,0,0,1,2,0,0
0,100,470.238193,8,0,4,0,-12,0,0
0,100,473.376448,0,0,4,0,-4,0,0
51,100,476.520154,0,0,0,0,51,0,0
0,100,479.72392,8,0,2,0,-10,0,0
9,100,483.000384,0,0,0,0,9,0,0
0,100,501.1376,4,0,1,0,-5,0,0
0,100,504.533197,4,1,1,0,-6,0,0
0,100,507.966975,0,1,2,0,-3,0,0
6,100,511.429707,0,0,0,0,6,0,0
3,100,514.787881,0,0,0,0,3,0,0
18,100,517.568396,14,2,1,0,1,0,0
0,100,520.419137,5,0,1,0,-6,0,0
0,100,523.283518,0,0,0,0,0,0,0
18,100,526.094505,0,0,0,0,18,0,0
0,100,528.928625,4,0,5,0,-9,0,0
24,100,571.677408,1,0,0,0,23,0,0
0,100,574.582757,0,0,2,1,-3,0,0
0,100,577.903713,12,3,2,4,-21,0,0
0,100,580.881426,0,2,0,0,-2,0,0
39,100,584.412514,0,0,0,0,39,0,0
21,100,587.75871,0,0,1,0,20,0,0
9,100,590.999798,0,1,2,0,6,0,0
9,100,594.334908,0,0,5,7,-3,0,0
36,100,597.513232,0,0,0,0,36,0,0
21,100,600.863765,0,0,7,0,14,0,0
21,100,618.884525,2,0,0,1,18,0,0
0,100,622.302885,0,0,2,0,-2,0,0
0,100,625.708966,2,4,2,0,-8,0,0
0,100,629.049545,20,0,0,0,-20,0,0
6,100,632.37792,8,2,0,0,-4,0,0
48,100,635.665976,8,0,2,0,38,0,0
18,100,638.645787,0,0,0,0,18,0,0
0,100,642.122715,0,0,0,2,-2,0,0
6,100,645.333977,1,0,0,2,3,0,0
12,100,648.401232,4,1,0,0,7,0,0
0,100,666.549967,0,0,0,0,0,0,0
21,100,669.610074,16,0,4,0,1,0,0
0,100,672.730654,7,0,0,0,-7,0,0
0,100,675.839833,0,0,0,0,0,0,0
6,100,678.921534,1,0,2,1,2,0,0
39,100,682.185987,0,0,1,0,38,0,0
12,100,685.193732,2,0,0,0,10,0,0
15,100,688.36615,0,0,0,2,13,0,0
0,100,691.407441,0,0,2,2,-4,0,0
0,100,694.218308,8,0,5,0,-13,0,0
15,100,712.137764,0,0,0,0,15,0,0
0,100,715.114815,0,0,0,0,0,0,0
0,100,718.068724,0,0,1,0,-1,0,0
0,100,721.431077,0,0,1,3,-4,0,0
3,100,724.71596,0,1,1,0,1,0,0
9,100,727.907335,0,1,0,0,8,0,0
0,100,730.964181,15,0,0,1,-16,0,0
9,100,734.277971,7,0,0,0,2,0,0
12,100,737.554135,0,0,2,1,9,0,0
27,100,740.697214,2,0,1,0,24,0,0
15,100,757.936316,0,0,0,2,13,0,0
15,100,761.010921,4,0,1,0,10,0,0
0,100,764.245512,4,0,2,1,-7,0,0
33,100,767.442833,0,0,3,2,28,0,0
0,100,770.25578,0,0,0,0,0,0,0
0,100,773.05217,0,1,0,0,-1,0,0
0,100,775.871739,8,0,6,0,-14,0,0
21,100,778.702349,8,4,0,2,7,0,0
0,100,781.497223,0,0,0,0,0,0,0
30,100,784.391224,12,2,5,0,11,0,0
21,100,802.159173,0,0,3,4,14,0,0
0,100,805.183641,0,0,0,3,-3,0,0
0,100,808.015468,0,0,2,0,-2,0,0
0,100,810.887629,6,0,1,0,-7,0,0
0,100,813.727369,4,0,0,0,-4,0,0
9,100,816.551336,1,1,0,2,5,0,0
0,100,819.506297,0,0,0,0,0,0,0
0,100,822.321477,0,2,0,1,-3,0,0
18,100,825.0946,0,1,2,5,10,0,0
9,100,827.939039,0,0,0,7,2,0,0
24,100,845.183438,0,0,0,0,24,0,0
12,100,848.124351,0,4,2,0,6,0,0
