# {"t_start": 1594433594.6858544, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5,r6
12,100,6.505027,30,4,0,0,-22,0,0
0,100,9.872289,0,0,2,2,-4,0,0
0,100,13.126586,0,2,0,0,-2,0,0
0,100,16.312879,0,5,0,0,-5,0,0
9,100,19.947148,26,0,0,0,-17,0,0
63,100,23.541192,13,8,0,2,40,0,0
0,100,27.007078,8,4,2,4,-18,0,0
0,100,30.440166,0,0,0,0,0,0,0
0,100,33.796795,15,6,4,3,-28,0,0
9,100,37.214939,0,0,0,6,3,0,0
9,100,90.079035,0,4,0,2,3,0,0
0,100,93.672241,15,4,1,2,-22,0,0
0,100,97.268677,0,6,5,0,-11,0,0
63,100,100.61981,0,0,0,0,63,0,0
21,100,104.080271,0,0,0,0,21,0,0
0,100,107.510061,13,0,0,0,-13,0,0
42,100,110.981133,0,0,0,3,39,0,0
21,100,114.489341,33,0,7,2,-21,0,0
30,100,118.092887,8,3,2,0,17,0,0
0,100,121.17174,0,0,0,0,0,0,0
0,100,139.57834,0,0,0,0,0,0,0
0,100,143.133809,0,0,0,0,0,0,0
0,100,146.48789,1,0,0,0,-1,0,0
0,100,149.812817,0,2,0,0,-2,0,0
0,100,153.057644,3,0,0,4,-7,0,0
51,100,155.973944,0,1,0,0,50,0,0
0,100,158.880976,8,0,0,2,-10,0,0
0,100,161.800309,4,0,0,0,-4,0,0
0,100,164.807529,0,0,1,0,-1,0,0
0,100,167.669644,0,5,0,4,-9,0,0
6,100,185.647795,8,0,2,1,-5,0,0
0,100,188.610948,0,0,0,0,0,0,0
33,100,191.495572,2,0,0,1,30,0,0
12,100,194.542532,40,0,4,7,-39,0,0
0,100,197.475996,0,3,0,2,-5,0,0
27,100,200.404041,0,1,1,0,25,0,0
0,100,203.334935,0,5,0,3,-8,0,0
0,100,206.50415,12,0,7,0,-19,0,0
3,100,209.455259,0,2,0,0,1,0,0
15,100,212.363446,10,1,2,0,2,0,0
12,100,229.793773,0,0,0,0,12,0,0
0,100,232.687428,0,0,0,0,0,0,0
30,100,235.57759,1,0,0,0,29,0,0
21,100,238.462967,15,0,2,0,4,0,0
33,100,241.26845,0,0,0,0,33,0,0
0,100,244.155646,0,2,1,0,-3,0,0
0,100,246.943657,0,0,0,0,0,0,0
6,100,249.734165,0,0,0,0,6,0,0
0,100,252.934865,0,0,0,4,-4,0,0
12,100,255.840958,1,0,2,0,9,0,0
18,100,274.580857,0,0,0,0,18,0,0
0,100,278.198488,0,0,0,2,-2,0,0
0,100,281.681298,0,0,2,0,-2,0,0
0,100,284.58713,0,5,0,0,-5,0,0
0,100,287.401035,6,0,0,0,-6,0,0
0,100,290.28307,15,0,0,0,-15,0,0
0,100,293.09769,8,2,0,0,-10,0,0
0,100,296.015534,0,0,0,5,-5,0,0
12,100,298.859235,0,2,0,0,10,0,0
0,100,301.680244,0,2,1,4,-7,0,0
0,100,319.326305,24,0,5,1,-30,0,0
15,100,322.951345,2,0,0,0,13,0,0
3,100,326.423269,4,2,0,1,-4,0,0
0,100,329.710514,1,0,0,0,-1,0,0
24,100,332.941716,1,0,0,0,23,0,0
