# {"t_start": 1594433594.2285795, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5,r6
0,100,6.956836,0,0,0,0,0,0,0
0,100,10.328964,8,0,2,0,-10,0,0
0,100,13.577727,42,2,9,0,-53,0,0
0,100,16.776381,8,0,6,0,-14,0,0
0,100,20.404399,0,0,2,10,-12,0,0
0,100,23.99468,0,0,0,0,0,0,0
42,100,27.454123,20,4,0,1,17,0,0
0,100,30.895796,14,16,3,1,-34,0,0
0,100,34.234309,4,1,2,0,-7,0,0
33,100,37.666764,41,0,6,2,-16,0,0
18,100,90.525872,0,2,4,2,10,0,0
9,100,94.122665,0,0,3,1,5,0,0
3,100,97.720922,4,1,1,0,-3,0,0
9,100,101.069564,24,0,16,2,-33,0,0
18,100,104.546378,16,5,0,0,-3,0,0
6,100,107.961808,0,4,0,0,2,0,0
6,100,111.431589,33,0,6,4,-37,0,0
9,100,114.938624,7,1,2,11,-12,0,0
0,100,118.548098,13,2,1,0,-16,0,0
0,100,121.619344,16,3,4,0,-23,0,0
27,100,140.029661,0,2,0,2,23,0,0
0,100,143.585962,17,0,1,4,-22,0,0
18,100,146.937158,8,0,0,3,7,0,0
39,100,150.272634,0,0,1,1,37,0,0
24,100,153.5151,12,1,4,3,4,0,0
15,100,156.435198,0,0,0,0,15,0,0
12,100,159.335976,0,0,0,0,12,0,0
30,100,162.253874,0,0,0,0,30,0,0
6,100,165.259308,0,1,0,0,5,0,0
24,100,168.128703,4,0,1,0,19,0,0
27,100,186.108069,9,3,0,0,15,0,0
9,100,189.071401,0,3,0,0,6,0,0
0,100,191.953634,0,0,3,0,-3,0,0
9,100,194.987198,0,0,0,0,9,0,0
3,100,197.93031,0,2,0,4,-3,0,0
0,100,200.870616,0,11,0,0,-11,0,0
12,100,203.796534,0,0,0,2,10,0,0
18,100,206.958879,0,0,0,0,18,0,0
9,100,209.911338,0,0,2,6,1,0,0
0,100,212.823722,0,0,0,1,-1,0,0
12,100,230.245538,8,0,2,1,1,0,0
78,100,233.139007,0,0,0,0,78,0,0
6,100,236.033156,0,0,5,0,1,0,0
3,100,238.916662,2,1,1,0,-1,0,0
15,100,241.725078,9,0,1,0,5,0,0
3,100,244.614084,0,0,0,0,3,0,0
12,100,247.399523,4,0,0,1,7,0,0
21,100,250.184743,2,0,0,2,17,0,0
24,100,253.393618,10,0,0,0,14,0,0
15,100,256.297882,42,0,0,4,-31,0,0
