# {"t_start": 1594002442.0446067, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5
-75.47072883128541,100,7.142614,-6.896231486594965,0.0,0.0,0.0,-58.218628287254475,-10.355869057435962
-94.73604264381999,100,10.870709,41.50006893625135,0.0,0.0,0.0,-84.46805495656605,-51.76805662350528
-71.36526820908091,100,14.757732,-28.53440810828935,0.0,0.0,0.0,-16.438989198493545,-26.391870902298017
-167.5749404083234,100,18.608931,5.556134400746632,0.0,0.0,0.0,-83.73284370288793,-89.39823110618212
-114.54005743491057,100,22.662525,-32.032340230144634,-4.0,-4.0,-4.0,-39.80048888882522,-30.707228315940714
-206.35868796028157,100,26.379407,42.493406462199786,-3.0,-3.0,-3.0,-79.23722894875822,-160.61486547372314
-77.56554371104667,100,30.773475,-8.051948455395278,0.0,0.0,0.0,-30.67306167933465,-38.840533576316744
-75.2369858784649,100,35.312653,-24.764153342559275,0.0,0.0,0.0,-5.952536932846067,-44.520295603059566
-49.37693829742932,100,39.744056,-2.1283471834910754,-1.0,-1.0,-1.0,-39.38267114937049,-4.865919964567758
-70.20544794228444,100,43.858791,35.07486626703198,0.0,0.0,0.0,-56.70056997643332,-48.579744232883094
-178.761611286866,100,48.018731,93.36544531129617,0.0,0.0,0.0,-123.79620698750462,-148.33084961065757
-130.78799691378202,100,52.235702,-30.306239923333454,-2.0,-2.0,-2.0,-42.66774073272682,-51.814016257721775
-50.02452717802081,100,56.520929,-22.99780146170114,-1.0,-1.0,-1.0,-17.473163467351338,-6.553562248968333
-40.02092095060112,100,60.574411,-22.214536757302955,0.0,0.0,0.0,-8.932020415699439,-8.874363777598727
-210.15642012831384,100,64.796332,153.18310990484045,0.0,0.0,0.0,-217.04675513544504,-146.29277489770925
-86.09837705712718,100,69.730854,-37.44077421344607,-8.0,-8.0,-8.0,-2.2862010752011304,-22.371401768479988
-68.54032995932371,100,74.453354,-30.268596498694507,0.0,0.0,0.0,-6.912368123415948,-31.35936533721326
-116.09916712703324,100,79.217491,54.502619729199324,-1.0,-1.0,-1.0,-81.60138333778386,-86.0004035184487
-99.78769390229303,100,83.731805,-2.0451571798285455,0.0,0.0,0.0,-41.44576695383745,-56.29676976862703
-81.80338052790778,100,88.176765,-5.711191358998795,0.0,0.0,0.0,-17.608745894457556,-58.483443274451425
-43.00284684290648,100,150.589138,-20.41561231906997,0.0,0.0,0.0,-9.360515963237464,-13.226718560599043
-61.32227519197258,100,155.056299,-29.911967892319783,-15.0,-15.0,-15.0,-3.3715038638170243,16.96119656416423
-83.96426399001359,100,158.697829,50.82374583300401,0.0,0.0,0.0,-59.74756189160427,-75.04044793141334
-49.11538543912475,100,162.950113,-29.437637943490994,0.0,0.0,0.0,-6.552438098656039,-13.12530939697772
-141.16309862225722,100,166.981522,-28.734967989288236,-8.0,-8.0,-8.0,-88.74089807829854,0.31276744532954903
-52.92390094452424,100,171.142854,-37.22392426298659,0.0,0.0,0.0,-3.450947230228061,-12.24902945130959
-57.59418663694469,100,175.528302,1.2456086317726247,0.0,0.0,0.0,-42.1981557416296,-16.64163952708772
-45.42261679751442,100,179.336389,6.916642302202214,0.0,0.0,0.0,-17.474142848286064,-34.86511625143057
-94.33712797227527,100,183.794643,-35.479033801376296,0.0,0.0,0.0,-5.3897892082482795,-53.46830496265069
-77.96907747984123,100,188.751607,-20.772477141513754,-1.0,-1.0,-1.0,-46.08054229020176,-8.116058048125712
-43.58825998072166,100,193.472679,-33.24260410830983,0.0,0.0,0.0,-4.75588003921425,-5.589775833197588
-58.01205058531297,100,198.327798,1.2900970250187163,-1.0,-1.0,-1.0,-31.66389430791514,-24.638253302416544
-27.691651841451115,100,203.099815,27.117388157948028,0.0,0.0,0.0,-17.502238601923725,-37.30680139747542
-28.557768497083472,100,207.508777,13.230270815105193,0.0,0.0,0.0,-33.228003649383076,-8.560035662805591
-44.099176003016005,100,211.98821,-34.028319657646655,0.0,0.0,0.0,-4.325217561220126,-5.745638784149219
-80.42092067143943,100,216.325416,13.047262305304699,0.0,0.0,0.0,-36.26263008013815,-57.20555289660599
-35.82993613683758,100,220.795726,9.106836410070503,-5.0,-5.0,-5.0,-11.924763844924394,-18.01200870198369
-44.54938005195312,100,225.111346,7.349557970407185,-9.0,-9.0,-9.0,-19.54162466669285,-5.357313355667456
-78.75159175167906,100,229.61287,-34.085745230171746,-4.0,-4.0,-4.0,-1.868726163775481,-30.79712035773183
-31.61404626295426,100,234.254445,-12.849447581063554,0.0,0.0,0.0,-6.606351183388936,-12.158247498501773
-30.77626478520826,100,280.523238,-26.67420502329157,0.0,0.0,0.0,-2.2824105332300286,-1.8196492286866603
-47.57456640519347,100,284.344177,-38.5306741123624,-4.0,-4.0,-4.0,1.2565813073216918,1.6995263998472392
-41.25954205077898,100,288.173324,-3.189466263436772,-1.0,-1.0,-1.0,0.5037723596333917,-35.5738481469756
-42.55691622316271,100,292.222145,-31.073330972666636,0.0,0.0,0.0,-8.550822646399988,-2.9327626040960855
-34.940164073359696,100,296.129183,-0.8973732694543977,-2.0,-2.0,-2.0,1.6945879186611348,-29.737378722566437
-38.13631817819505,100,300.694321,22.79938186085647,-2.0,-2.0,-2.0,-20.25078763475817,-34.68491240429335
-48.38411063120913,100,305.30905,-39.33931687260734,-3.0,-3.0,-3.0,-2.9478871341059767,2.903093375504182
-54.48227530186856,100,310.176761,-16.67148531579759,0.0,0.0,0.0,-21.237890890998784,-16.572899095072188
-57.810408332381186,100,315.131989,0.887999590158396,-1.0,-1.0,-1.0,-38.4206949349584,-17.277712987581186
-47.38524043781031,100,320.013259,-22.66242821700782,0.0,0.0,0.0,-2.75086573283031,-21.971946487972183
-37.80659294659228,100,324.388731,-5.1937272250755475,-3.0,-3.0,-3.0,-27.759132059110726,4.1462663375939925
-37.706202922451794,100,328.958839,-27.07315416347408,0.0,0.0,0.0,-8.33501807331167,-2.298030685666049
-38.80008432949219,100,333.635434,-32.01636975647231,0.0,0.0,0.0,-3.33783343037027,-3.4458811426496165
-34.60845767359643,100,338.11653,-20.598473761977193,0.0,0.0,0.0,-9.805174499270086,-4.204809412349154
-46.316553736959335,100,342.71552,10.916772434887504,0.0,0.0,0.0,-28.65013456322824,-28.583191608618595
-44.59286907612324,100,347.26984,-34.47351817969722,0.0,0.0,0.0,-3.769968220859776,-6.349382675566245
-39.470003131610916,100,352.020438,-32.131062783181335,0.0,0.0,0.0,-2.8825322847562402,-4.456408063673343
-37.26258540341922,100,356.457177,-18.79175825524332,0.0,0.0,0.0,-14.206416096287876,-4.264411051888027
-30.248686674968845,100,361.237813,37.00776241984996,-3.0,-3.0,-3.0,-28.30470677619876,-29.951742318620045
-73.03653570409884,100,365.572196,14.63278939283571,0.0,0.0,0.0,-38.64364158845664,-49.02568350847791
-47.71683499862354,100,410.72954,6.571000441786492,-2.0,-2.0,-2.0,-37.58054067349341,-10.707294766916615
-44.78145236886188,100,414.949485,-34.58311196895106,-2.0,-2.0,-2.0,-0.2781438129599676,-3.9201965869508504
-35.142838504426486,100,419.693284,-21.95317842834376,0.0,0.0,0.0,-4.341496519787648,-8.848163556295077
-39.6645006260211,100,424.616782,31.741057421086932,-4.0,-4.0,-4.0,-36.774144576676626,-22.631413470431408
-25.47303781931481,100,429.002416,20.64389819466211,0.0,0.0,0.0,-37.23313016433208,-8.883805849644842
-33.7651228131993,100,433.339769,-17.89380788686918,0.0,0.0,0.0,-3.4406265269425367,-12.43068839938758
-38.69956110869008,100,437.742072,-29.663847042703917,0.0,0.0,0.0,-4.989669949872837,-4.046044116113319
-41.988615301820495,100,442.111209,-36.142478135966506,-2.0,-2.0,-2.0,-1.7162682083084093,1.8701310424544193
-31.796240512616745,100,446.618338,-25.03514263960801,0.0,0.0,0.0,-3.287848719121972,-3.4732491538867616
-36.552989673782506,100,451.09277,0.13042337324903042,0.0,0.0,0.0,-23.191196899512324,-13.492216147519212
