# {"t_start": 1594485937.805349, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5,r6
-8,100,6.854149,8,0,1,9,-26,0,0
-6,100,10.696548,13,8,0,0,-27,0,0
3,100,14.451434,0,0,0,0,3,0,0
12,100,18.046441,5,2,0,1,4,0,0
-4,100,21.848812,4,0,2,3,-13,0,0
1,100,25.75382,0,2,0,0,-1,0,0
4,100,29.675069,0,0,2,0,2,0,0
0,100,33.518041,0,0,0,0,0,0,0
4,100,37.420246,24,6,1,1,-28,0,0
-4,100,41.328899,0,2,0,2,-8,0,0
24,100,97.372852,0,0,0,0,24,0,0
-1,100,101.203039,0,0,4,0,-5,0,0
20,100,105.066576,0,1,0,0,19,0,0
0,100,108.821099,24,0,6,0,-30,0,0
-5,100,112.536882,27,0,1,5,-38,0,0
42,100,116.21887,0,0,0,3,39,0,0
-6,100,119.687945,12,1,0,8,-27,0,0
9,100,123.133908,0,0,0,0,9,0,0
-2,100,126.508384,15,2,0,0,-19,0,0
2,100,129.923306,20,0,4,0,-22,0,0
18,100,148.193331,20,8,0,0,-10,0,0
-4,100,151.872045,0,1,0,3,-8,0,0
0,100,155.633363,0,0,0,0,0,0,0
6,100,159.344413,0,0,0,0,6,0,0
6,100,163.069751,46,3,3,3,-49,0,0
13,100,166.715217,0,0,0,2,11,0,0
12,100,170.276995,12,0,3,0,-3,0,0
8,100,173.504409,1,0,0,0,7,0,0
1,100,176.567118,38,0,9,0,-46,0,0
18,100,179.952287,0,0,0,0,18,0,0
33,100,198.681282,8,0,2,3,20,0,0
-9,100,202.465374,0,0,0,9,-18,0,0
4,100,206.658912,2,0,2,7,-7,0,0
-2,100,210.744945,4,0,0,3,-9,0,0
0,100,214.602607,0,0,0,0,0,0,0
9,100,218.271228,5,2,0,1,1,0,0
-3,100,222.067083,0,3,0,0,-6,0,0
-6,100,225.884854,0,0,6,0,-12,0,0
33,100,229.697076,0,0,0,0,33,0,0
-2,100,233.332589,2,0,0,0,-4,0,0
41,100,251.396208,1,0,0,0,40,0,0
16,100,255.188101,0,0,2,0,14,0,0
22,100,259.056951,4,0,2,2,14,0,0
13,100,262.96955,0,0,0,5,8,0,0
0,100,266.797423,0,0,0,0,0,0,0
11,100,270.511433,0,1,0,0,10,0,0
33,100,274.30033,0,0,0,0,33,0,0
30,100,278.057276,0,0,0,0,30,0,0
33,100,281.88053,0,0,0,0,33,0,0
10,100,285.639187,0,0,0,2,8,0,0
12,100,304.795554,0,0,0,0,12,0,0
2,100,308.243838,5,0,0,4,-7,0,0
-2,100,311.517139,22,0,0,0,-24,0,0
