# {"t_start": 1594485938.0900652, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5,r6
-8,100,6.572259,45,1,6,6,-66,0,0
2,100,10.40169,17,1,0,3,-19,0,0
-24,100,14.165551,20,1,20,3,-68,0,0
15,100,17.77483,10,0,0,0,5,0,0
0,100,21.556103,0,0,0,0,0,0,0
0,100,25.455195,0,0,0,3,-3,0,0
9,100,29.395619,0,0,0,0,9,0,0
-5,100,33.24609,18,6,1,0,-30,0,0
-2,100,37.143992,20,7,0,0,-29,0,0
16,100,41.030897,10,0,3,2,1,0,0
0,100,97.082466,12,0,0,3,-15,0,0
3,100,100.918389,1,2,0,0,0,0,0
0,100,104.780655,12,0,0,7,-19,0,0
-7,100,108.526341,3,2,2,0,-14,0,0
-4,100,112.258267,35,1,2,4,-46,0,0
-3,100,115.938953,37,0,4,5,-49,0,0
10,100,119.408259,6,1,0,0,3,0,0
3,100,122.842954,0,0,0,0,3,0,0
17,100,126.230379,16,3,0,0,-2,0,0
0,100,129.6374,0,0,0,0,0,0,0
21,100,147.913921,4,6,0,1,10,0,0
0,100,151.585891,0,0,0,0,0,0,0
-5,100,155.347308,23,1,6,0,-35,0,0
79,100,159.066405,0,0,2,0,77,0,0
0,100,162.78628,9,0,0,1,-10,0,0
-1,100,166.436814,2,1,0,1,-5,0,0
16,100,169.992321,0,0,0,5,11,0,0
10,100,173.220716,5,0,0,0,5,0,0
-9,100,176.280279,0,3,7,2,-21,0,0
5,100,179.66749,8,0,0,3,-6,0,0
18,100,198.388975,0,0,0,0,18,0,0
-6,100,202.202992,26,5,0,5,-42,0,0
58,100,206.378408,2,0,0,0,56,0,0
0,100,210.441775,0,0,0,0,0,0,0
0,100,214.302551,28,5,0,2,-35,0,0
9,100,217.986763,0,0,0,0,9,0,0
4,100,221.782613,0,2,0,0,2,0,0
12,100,225.60129,0,0,0,0,12,0,0
0,100,229.413381,12,0,0,3,-15,0,0
-1,100,233.064314,0,0,1,0,-2,0,0
18,100,251.109919,2,0,1,0,15,0,0
5,100,254.918933,0,2,2,0,1,0,0
31,100,258.789543,4,0,2,4,21,0,0
42,100,262.696295,0,0,0,0,42,0,0
0,100,266.528921,0,0,0,0,0,0,0
41,100,270.227578,1,0,0,0,40,0,0
33,100,274.011563,16,2,0,2,13,0,0
-8,100,277.778113,0,0,8,0,-16,0,0
-3,100,281.600329,3,0,0,0,-6,0,0
18,100,285.344764,3,0,0,0,15,0,0
3,100,304.507419,0,0,0,0,3,0,0
12,100,307.959341,0,0,0,0,12,0,0
24,100,311.242218,0,0,0,0,24,0,0
-1,100,314.914397,0,0,1,0,-2,0,0
30,100,318.636095,0,0,0,0,30,0,0
27,100,322.259891,8,0,1,2,16,0,0
6,100,326.17451,0,1,2,0,3,0,0
1,100,329.943285,0,0,0,2,-1,0,0
39,100,333.711167,0,0,0,0,39,0,0
6,100,337.382339,1,0,0,2,3,0,0
0,100,355.928086,20,5,0,0,-25,0,0
0,100,359.333922,0,0,0,0,0,0,0
3,100,362.678454,8,0,0,2,-7,0,0
-3,100,366.195988,16,0,6,1,-26,0,0
-4,100,369.807238,1,0,2,1,-8,0,0
24,100,373.755949,8,0,2,0,14,0,0
-4,100,377.782737,4,0,1,4,-13,0,0
5,100,381.774071,0,0,1,0,4,0,0
8,100,385.584086,4,0,0,3,1,0,0
17,100,389.383648,0,1,0,0,16,0,0
8,100,408.038755,4,0,0,0,4,0,0
17,100,411.451053,10,2,0,2,3,0,0
56,100,415.013742,1,0,0,0,55,0,0
14,100,418.587553,0,1,0,0,13,0,0
0,100,422.059845,28,0,0,7,-35,0,0
7,100,425.731191,0,0,0,2,5,0,0
4,100,429.312014,0,1,1,0,2,0,0
29,100,433.052206,0,0,0,4,25,0,0
41,100,436.914523,6,0,0,0,35,0,0
0,100,440.785346,12,0,0,3,-15,0,0
0,100,459.464743,8,0,0,2,-10,0,0
-1,100,463.221566,1,0,0,0,-2,0,0
27,100,467.00822,0,0,0,0,27,0,0
5,100,470.509861,4,2,3,0,-4,0,0
-9,100,474.236758,10,1,3,0,-23,0,0
-3,100,477.786037,0,6,0,3,-12,0,0
0,100,481.368408,4,0,0,1,-5,0,0
0,100,485.018555,0,0,0,0,0,0,0
24,100,488.643895,8,0,0,2,14,0,0
-2,100,492.210028,4,0,1,2,-9,0,0
-13,100,511.211273,0,10,0,3,-26,0,0
25,100,515.135856,0,2,0,0,23,0,0
39,100,519.049286,0,0,0,0,39,0,0
4,100,522.824468,2,0,0,0,2,0,0
-3,100,526.64056,20,0,0,3,-26,0,0
3,100,530.322448,10,0,0,3,-10,0,0
1,100,534.21141,3,1,0,1,-4,0,0
0,100,537.856819,23,2,2,4,-31,0,0
25,100,541.601935,8,2,2,3,10,0,0
19,100,545.30255,0,2,0,0,17,0,0
-5,100,563.892398,0,0,1,4,-10,0,0
0,100,567.460931,16,4,0,0,-20,0,0
26,100,570.921369,0,0,0,1,25,0,0
9,100,574.808099,0,0,0,0,9,0,0
13,100,578.589869,0,0,2,0,11,0,0
34,100,582.436687,0,2,0,0,32,0,0
12,100,586.027805,8,0,2,0,2,0,0
0,100,589.770176,0,0,0,0,0,0,0
-4,100,593.66231,0,2,0,2,-8,0,0
-1,100,597.459872,21,0,0,0,-22,0,0
25,100,642.970427,0,0,0,2,23,0,0
-7,100,646.714488,0,2,4,1,-14,0,0
-8,100,650.438146,7,4,2,0,-21,0,0
21,100,654.250674,0,0,0,0,21,0,0
3,100,658.008755,0,0,0,0,3,0,0
2,100,661.829962,4,1,1,0,-4,0,0
23,100,665.617177,0,0,0,1,22,0,0
0,100,669.288568,0,0,0,0,0,0,0
0,100,672.853146,0,0,0,0,0,0,0
14,100,676.522135,15,0,0,1,-2,0,0
-6,100,695.159018,0,0,2,4,-12,0,0
1,100,699.010757,9,0,0,3,-11,0,0
11,100,703.008091,10,0,2,2,-3,0,0
7,100,706.827356,0,0,5,0,2,0,0
3,100,710.655095,4,2,0,2,-5,0,0
41,100,714.408982,7,0,1,1,32,0,0
10,100,718.26421,13,2,1,4,-10,0,0
57,100,722.092591,0,0,0,0,57,0,0
