# {"t_start": 1593497534.142931, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2
-227.1464909389615,100,3.226374,-227.1464909389615,0.0,0.0
-403.7552866116166,100,4.00639,-403.7552866116166,0.0,0.0
-224.61991979926825,100,4.697126,-224.61991979926825,0.0,0.0
-208.41035854816437,100,5.667298,-208.41035854816437,0.0,0.0
-455.57702654600143,100,6.657329,-455.57702654600143,0.0,0.0
-329.6119001246989,100,7.534718,-329.6119001246989,0.0,0.0
-189.04388205334544,100,8.480258,-189.04388205334544,0.0,0.0
-199.3753285072744,100,9.337207,-199.3753285072744,0.0,0.0
-243.8908237433061,100,10.150123,-243.8908237433061,0.0,0.0
-280.1336974352598,100,11.127922,-280.1336974352598,0.0,0.0
-533.6551806330681,100,19.848001,-533.6551806330681,0.0,0.0
-249.65161609649658,100,20.807548,-249.65161609649658,0.0,0.0
-161.0213035196066,100,22.4461,-161.0213035196066,0.0,0.0
-219.5748415067792,100,24.091502,-219.5748415067792,0.0,0.0
-518.5804942250252,100,25.809671,-518.5804942250252,0.0,0.0
-233.59698125720024,100,26.89818,-233.59698125720024,0.0,0.0
-294.2922995556146,100,27.798305,-294.2922995556146,0.0,0.0
-314.67087850160897,100,28.535097,-314.67087850160897,0.0,0.0
-225.8626672849059,100,29.366199,-225.8626672849059,0.0,0.0
-193.81014763191342,100,30.488698,-193.81014763191342,0.0,0.0
-217.46951568126678,100,34.815316,-217.46951568126678,0.0,0.0
-166.30440804362297,100,35.83742,-166.30440804362297,0.0,0.0
-251.48712249100208,100,36.910467,-251.48712249100208,0.0,0.0
-183.4302470497787,100,37.864801,-183.4302470497787,0.0,0.0
-242.1216555610299,100,38.672863,-242.1216555610299,0.0,0.0
-223.50109922140837,100,39.468814,-223.50109922140837,0.0,0.0
-193.34463090449572,100,40.212444,-193.34463090449572,0.0,0.0
-181.4624519702047,100,40.95507,-181.4624519702047,0.0,0.0
-242.12321633845568,100,41.780417,-242.12321633845568,0.0,0.0
-193.3761036451906,100,43.029891,-193.3761036451906,0.0,0.0
-221.44292138516903,100,46.870702,-221.44292138516903,0.0,0.0
-226.81162825226784,100,47.610816,-226.81162825226784,0.0,0.0
-191.1859937980771,100,48.418615,-191.1859937980771,0.0,0.0
-152.0849428921938,100,49.190935,-152.0849428921938,0.0,0.0
-183.5368435792625,100,50.064553,-183.5368435792625,0.0,0.0
-180.3736536167562,100,51.016509,-180.3736536167562,0.0,0.0
-194.19647423364222,100,51.820782,-194.19647423364222,0.0,0.0
-188.3788706921041,100,52.576105,-188.3788706921041,0.0,0.0
-183.56623348593712,100,53.344295,-183.56623348593712,0.0,0.0
-283.6141419559717,100,54.477708,-283.6141419559717,0.0,0.0
-189.7432029247284,100,58.533754,-189.7432029247284,0.0,0.0
-243.1885598897934,100,59.610059,-243.1885598897934,0.0,0.0
-188.11141946166754,100,60.473272,-188.11141946166754,0.0,0.0
-171.99834552407265,100,61.456698,-171.99834552407265,0.0,0.0
-112.60415401868522,100,62.350949,-112.60415401868522,0.0,0.0
-211.7425211891532,100,63.226505,-211.7425211891532,0.0,0.0
-108.76854964811355,100,64.032622,-108.76854964811355,0.0,0.0
-142.05374109186232,100,64.803643,-142.05374109186232,0.0,0.0
-183.08840634068474,100,65.544545,-183.08840634068474,0.0,0.0
-150.82496126368642,100,66.611752,-150.82496126368642,0.0,0.0
-153.91198583319783,100,70.520512,-153.91198583319783,0.0,0.0
-131.14737222902477,100,71.531097,-131.14737222902477,0.0,0.0
-247.3533138334751,100,72.479081,-247.3533138334751,0.0,0.0
-189.78441974148154,100,73.398996,-189.78441974148154,0.0,0.0
-170.82042256742716,100,74.320471,-170.82042256742716,0.0,0.0
-150.9429062884301,100,75.170728,-150.9429062884301,0.0,0.0
-178.99560053646564,100,75.943812,-178.99560053646564,0.0,0.0
-173.2181416982785,100,76.686491,-173.2181416982785,0.0,0.0
-146.21289487369359,100,77.447132,-146.21289487369359,0.0,0.0
-193.54518772661686,100,78.530543,-193.54518772661686,0.0,0.0
-111.19813544303179,100,82.578906,-111.19813544303179,0.0,0.0
-202.4152251034975,100,83.564078,-202.4152251034975,0.0,0.0
-140.98234422132373,100,84.627601,-140.98234422132373,0.0,0.0
-240.26730293035507,100,85.485857,-240.26730293035507,0.0,0.0
-151.76003593951464,100,86.406773,-151.76003593951464,0.0,0.0
-173.97680734097958,100,87.292769,-173.97680734097958,0.0,0.0
-169.4439232610166,100,88.049868,-169.4439232610166,0.0,0.0
-273.93279921263456,100,88.825727,-273.93279921263456,0.0,0.0
-164.6822767369449,100,89.597527,-164.6822767369449,0.0,0.0
-172.79271207749844,100,90.602612,-172.79271207749844,0.0,0.0
-127.95902353897691,100,94.624596,-127.95902353897691,0.0,0.0
-169.81346552073956,100,95.624584,-169.81346552073956,0.0,0.0
