# {"t_start": 1593497534.6569355, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2
-310.88473627343774,100,2.713001,-310.88473627343774,0.0,0.0
-240.32869638875127,100,3.493028,-240.32869638875127,0.0,0.0
-229.7080198675394,100,4.183313,-229.7080198675394,0.0,0.0
-332.1669135168195,100,5.152848,-332.1669135168195,0.0,0.0
-240.0001522898674,100,6.1436,-240.0001522898674,0.0,0.0
-275.2707259654999,100,7.022996,-275.2707259654999,0.0,0.0
-320.1845184266567,100,7.966508,-320.1845184266567,0.0,0.0
-168.5793512687087,100,8.821939,-168.5793512687087,0.0,0.0
-357.2829789444804,100,9.63944,-357.2829789444804,0.0,0.0
-410.44345734640956,100,10.616199,-410.44345734640956,0.0,0.0
-237.7548033669591,100,19.337974,-237.7548033669591,0.0,0.0
-202.1046770736575,100,20.293666,-202.1046770736575,0.0,0.0
-269.74002727121115,100,21.932415,-269.74002727121115,0.0,0.0
-138.73781015351415,100,23.579433,-138.73781015351415,0.0,0.0
-249.0207393700257,100,25.297846,-249.0207393700257,0.0,0.0
-227.87829761952162,100,26.382917,-227.87829761952162,0.0,0.0
-279.8164820894599,100,27.28308,-279.8164820894599,0.0,0.0
-210.10484868800268,100,28.020663,-210.10484868800268,0.0,0.0
-165.77051524445415,100,28.855381,-165.77051524445415,0.0,0.0
-155.89845805242658,100,29.973889,-155.89845805242658,0.0,0.0
-234.28042548894882,100,34.303776,-234.28042548894882,0.0,0.0
-146.45821580663323,100,35.321704,-146.45821580663323,0.0,0.0
-394.24609994888306,100,36.397396,-394.24609994888306,0.0,0.0
-149.4115548171103,100,37.351419,-149.4115548171103,0.0,0.0
-258.82952808588743,100,38.157385,-258.82952808588743,0.0,0.0
-190.6065840870142,100,38.959032,-190.6065840870142,0.0,0.0
-203.93428168445826,100,39.698242,-203.93428168445826,0.0,0.0
-176.1546362694353,100,40.443358,-176.1546362694353,0.0,0.0
-410.7084037512541,100,41.272314,-410.7084037512541,0.0,0.0
-393.15547455474734,100,42.518153,-393.15547455474734,0.0,0.0
-221.16972676850855,100,46.357185,-221.16972676850855,0.0,0.0
-194.8612104654312,100,47.097658,-194.8612104654312,0.0,0.0
-379.39206498861313,100,47.90481,-379.39206498861313,0.0,0.0
-148.3751288484782,100,48.678278,-148.3751288484782,0.0,0.0
-299.0462665259838,100,49.550735,-299.0462665259838,0.0,0.0
-186.69475180469453,100,50.503015,-186.69475180469453,0.0,0.0
-190.8904129844159,100,51.306203,-190.8904129844159,0.0,0.0
-177.69995241612196,100,52.064676,-177.69995241612196,0.0,0.0
-206.14247799664736,100,52.828101,-206.14247799664736,0.0,0.0
-221.18235183507204,100,53.964305,-221.18235183507204,0.0,0.0
-176.50269785150886,100,58.02721,-176.50269785150886,0.0,0.0
-186.52102600038052,100,59.096473,-186.52102600038052,0.0,0.0
-111.33247713372111,100,59.962159,-111.33247713372111,0.0,0.0
-144.07485232129693,100,60.942896,-144.07485232129693,0.0,0.0
-236.54528663866222,100,61.839301,-236.54528663866222,0.0,0.0
-155.30453722923994,100,62.712755,-155.30453722923994,0.0,0.0
-147.41260984167457,100,63.51426,-147.41260984167457,0.0,0.0
-190.4951461069286,100,64.290798,-190.4951461069286,0.0,0.0
-221.08546253293753,100,65.029762,-221.08546253293753,0.0,0.0
-221.8084761351347,100,66.094186,-221.8084761351347,0.0,0.0
-177.3257293421775,100,70.007047,-177.3257293421775,0.0,0.0
-146.66030881553888,100,71.017225,-146.66030881553888,0.0,0.0
-134.6287816306576,100,71.965678,-134.6287816306576,0.0,0.0
-222.25041492283344,100,72.891543,-222.25041492283344,0.0,0.0
-209.37166479974985,100,73.806836,-209.37166479974985,0.0,0.0
-102.22678538924083,100,74.65414,-102.22678538924083,0.0,0.0
-178.80336654931307,100,75.428193,-178.80336654931307,0.0,0.0
-117.82932652160525,100,76.173887,-117.82932652160525,0.0,0.0
-150.42176245898008,100,76.930867,-150.42176245898008,0.0,0.0
-120.18642100133002,100,78.01848,-120.18642100133002,0.0,0.0
-208.61678908392787,100,82.065131,-208.61678908392787,0.0,0.0
-204.66247699968517,100,83.049998,-204.66247699968517,0.0,0.0
-154.46442219242454,100,84.113776,-154.46442219242454,0.0,0.0
-234.14119393378496,100,84.971685,-234.14119393378496,0.0,0.0
-134.73981461301446,100,85.895206,-134.73981461301446,0.0,0.0
-165.12152256071568,100,86.782277,-165.12152256071568,0.0,0.0
-142.76987274736166,100,87.535995,-142.76987274736166,0.0,0.0
-169.71343260258436,100,88.311452,-169.71343260258436,0.0,0.0
-169.9227193966508,100,89.085128,-169.9227193966508,0.0,0.0
-118.41300467774272,100,90.091811,-118.41300467774272,0.0,0.0
-192.02755136042833,100,94.11016,-192.02755136042833,0.0,0.0
-115.58513303473592,100,95.112993,-115.58513303473592,0.0,0.0
-148.08337520807981,100,96.144432,-148.08337520807981,0.0,0.0
-127.17606609128416,100,97.050034,-127.17606609128416,0.0,0.0
-126.7155485264957,100,97.969257,-126.7155485264957,0.0,0.0
-165.01265089958906,100,98.827963,-165.01265089958906,0.0,0.0
-183.23302828148007,100,99.841502,-183.23302828148007,0.0,0.0
-90.13822396472096,100,100.562561,-90.13822396472096,0.0,0.0
-172.72231558710337,100,101.299057,-172.72231558710337,0.0,0.0
-122.66317182034254,100,102.059239,-122.66317182034254,0.0,0.0
-246.52998572587967,100,106.234775,-246.52998572587967,0.0,0.0
-160.04472734965384,100,107.112288,-160.04472734965384,0.0,0.0
-186.30700432602316,100,108.067575,-186.30700432602316,0.0,0.0
-105.74692037142813,100,109.11804,-105.74692037142813,0.0,0.0
-124.2205781629309,100,110.045078,-124.2205781629309,0.0,0.0
-191.4338736385107,100,110.872952,-191.4338736385107,0.0,0.0
-125.52319012209773,100,111.722984,-125.52319012209773,0.0,0.0
-148.90082529187202,100,112.496084,-148.90082529187202,0.0,0.0
-241.67624351382256,100,113.262883,-241.67624351382256,0.0,0.0
-194.90847627073526,100,114.012563,-194.90847627073526,0.0,0.0
-190.33079132437706,100,118.086248,-190.33079132437706,0.0,0.0
-206.52598648518324,100,118.992785,-206.52598648518324,0.0,0.0
-112.39164020866156,100,119.84726,-112.39164020866156,0.0,0.0
-118.88905633985996,100,120.879102,-118.88905633985996,0.0,0.0
-164.8068219628185,100,121.810244,-164.8068219628185,0.0,0.0
-180.69087946414948,100,122.681971,-180.69087946414948,0.0,0.0
-140.71531575592235,100,123.53669,-140.71531575592235,0.0,0.0
-231.2348376084119,100,124.339319,-231.2348376084119,0.0,0.0
-122.30981008708477,100,125.023814,-122.30981008708477,0.0,0.0
-86.50788130052388,100,125.804431,-86.50788130052388,0.0,0.0
-118.6731935814023,100,129.772621,-118.6731935814023,0.0,0.0
-150.95372995361686,100,130.648809,-150.95372995361686,0.0,0.0
-121.88288830034435,100,131.53105,-121.88288830034435,0.0,0.0
-136.2795275747776,100,132.49489,-136.2795275747776,0.0,0.0
-107.2738939858973,100,133.391021,-107.2738939858973,0.0,0.0
-166.23600203543901,100,134.196856,-166.23600203543901,0.0,0.0
-225.83707600831985,100,135.0789,-225.83707600831985,0.0,0.0
-182.28095659101382,100,136.033858,-182.28095659101382,0.0,0.0
-147.3105292916298,100,136.831148,-147.3105292916298,0.0,0.0
-219.08600337803364,100,137.622476,-219.08600337803364,0.0,0.0
-175.5414002239704,100,141.483492,-175.5414002239704,0.0,0.0
-157.94011157378554,100,142.220508,-157.94011157378554,0.0,0.0
-112.89107247255743,100,142.956688,-112.89107247255743,0.0,0.0
-149.03081030026078,100,143.755357,-149.03081030026078,0.0,0.0
-195.81803631782532,100,144.647032,-195.81803631782532,0.0,0.0
-132.59292884357274,100,145.612116,-132.59292884357274,0.0,0.0
-258.17892917990685,100,146.57285,-258.17892917990685,0.0,0.0
-226.47484996914864,100,147.461783,-226.47484996914864,0.0,0.0
-143.18420439213514,100,148.254889,-143.18420439213514,0.0,0.0
-123.1140501499176,100,149.022685,-123.1140501499176,0.0,0.0
-137.66643538326025,100,153.144842,-137.66643538326025,0.0,0.0
-220.0692499279976,100,153.918592,-220.0692499279976,0.0,0.0
-192.8652619868517,100,154.726079,-192.8652619868517,0.0,0.0
-217.70662099123,100,155.586828,-217.70662099123,0.0,0.0
-172.1922640874982,100,156.655474,-172.1922640874982,0.0,0.0
-136.8267146218568,100,157.638584,-136.8267146218568,0.0,0.0
-130.63917496800423,100,158.464413,-130.63917496800423,0.0,0.0
-162.04887004941702,100,159.268694,-162.04887004941702,0.0,0.0
-171.10181661695242,100,160.034402,-171.10181661695242,0.0,0.0
-210.57877376675606,100,160.812086,-210.57877376675606,0.0,0.0
-84.42114740982652,100,164.879181,-84.42114740982652,0.0,0.0
-208.04667074978352,100,165.793868,-208.04667074978352,0.0,0.0
-227.93956082314253,100,166.687063,-227.93956082314253,0.0,0.0
-115.88978856801987,100,167.540849,-115.88978856801987,0.0,0.0
-170.5449782665819,100,168.53275,-170.5449782665819,0.0,0.0
-115.4239305537194,100,169.474773,-115.4239305537194,0.0,0.0
-107.86167950183153,100,170.383564,-107.86167950183153,0.0,0.0
-120.55151011794806,100,171.291131,-120.55151011794806,0.0,0.0
-82.0423813899979,100,172.110012,-82.0423813899979,0.0,0.0
-217.47242565453053,100,172.865477,-217.47242565453053,0.0,0.0
-145.56308678723872,100,176.898329,-145.56308678723872,0.0,0.0
-107.51602521538734,100,177.792189,-107.51602521538734,0.0,0.0
-91.24438174441457,100,178.65843,-91.24438174441457,0.0,0.0
-134.6863689534366,100,179.636579,-134.6863689534366,0.0,0.0
-106.97634781431407,100,180.554444,-106.97634781431407,0.0,0.0
-161.082732450217,100,181.364377,-161.082732450217,0.0,0.0
-127.89420966804028,100,182.180764,-127.89420966804028,0.0,0.0
-162.8805896267295,100,183.056455,-162.8805896267295,0.0,0.0
-128.21182096004486,100,183.971226,-128.21182096004486,0.0,0.0
-148.30004014074802,100,184.733424,-148.30004014074802,0.0,0.0
-109.7755432697013,100,188.598059,-109.7755432697013,0.0,0.0
-136.4102375768125,100,189.493364,-136.4102375768125,0.0,0.0
-168.70414052903652,100,190.32267,-168.70414052903652,0.0,0.0
-112.45225502923131,100,191.18685,-112.45225502923131,0.0,0.0
-104.05895885452628,100,192.242824,-104.05895885452628,0.0,0.0
-70.09653522074223,100,193.165008,-70.09653522074223,0.0,0.0
-190.62624809890985,100,194.181594,-190.62624809890985,0.0,0.0
-153.08849545568228,100,195.176621,-153.08849545568228,0.0,0.0
-131.83769431710243,100,196.087174,-131.83769431710243,0.0,0.0
-100.69088286254555,100,196.892631,-100.69088286254555,0.0,0.0
-74.2781680226326,100,200.816926,-74.2781680226326,0.0,0.0
-146.39859788492322,100,201.623531,-146.39859788492322,0.0,0.0
-102.48363416828215,100,202.777597,-102.48363416828215,0.0,0.0
-170.79911660030484,100,203.691159,-170.79911660030484,0.0,0.0
-88.51931560505182,100,204.610248,-88.51931560505182,0.0,0.0
-276.5775144100189,100,205.559987,-276.5775144100189,0.0,0.0
-131.67235777899623,100,206.536855,-131.67235777899623,0.0,0.0
-165.3934784885496,100,207.43705,-165.3934784885496,0.0,0.0
