# {"t_start": 1593497473.139793, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2
-364.56868305802345,100,3.024536,-364.56868305802345,0.0,0.0
-175.98134593572468,100,3.684246,-175.98134593572468,0.0,0.0
-393.7710662931204,100,4.336425,-393.7710662931204,0.0,0.0
-390.413809299469,100,4.985648,-390.413809299469,0.0,0.0
-215.4533890876919,100,5.67468,-215.4533890876919,0.0,0.0
-114.99130462110043,100,6.368286,-114.99130462110043,0.0,0.0
-380.00713500007987,100,7.133192,-380.00713500007987,0.0,0.0
-300.3914597630501,100,7.858952,-300.3914597630501,0.0,0.0
-208.81287002190948,100,8.517494,-208.81287002190948,0.0,0.0
-314.62271724641323,100,9.138536,-314.62271724641323,0.0,0.0
-367.0268163084984,100,16.39703,-367.0268163084984,0.0,0.0
-253.60880387574434,100,17.008717,-253.60880387574434,0.0,0.0
-295.72356347739697,100,17.632176,-295.72356347739697,0.0,0.0
-269.9388492554426,100,18.235458,-269.9388492554426,0.0,0.0
-216.08234468102455,100,18.954979,-216.08234468102455,0.0,0.0
-305.8188504523132,100,19.581627,-305.8188504523132,0.0,0.0
-249.30521811265498,100,20.194635,-249.30521811265498,0.0,0.0
-190.56969818472862,100,20.822261,-190.56969818472862,0.0,0.0
-200.96173336356878,100,21.526257,-200.96173336356878,0.0,0.0
-226.190972648561,100,22.508726,-226.190972648561,0.0,0.0
-237.8425500318408,100,26.675133,-237.8425500318408,0.0,0.0
-265.84458557888865,100,27.290448,-265.84458557888865,0.0,0.0
-200.22582990676165,100,27.921994,-200.22582990676165,0.0,0.0
-198.24527655914426,100,28.551851,-198.24527655914426,0.0,0.0
-253.89910792559385,100,29.229947,-253.89910792559385,0.0,0.0
-227.3062987178564,100,29.919108,-227.3062987178564,0.0,0.0
-308.87564452923834,100,30.643695,-308.87564452923834,0.0,0.0
-217.6571763008833,100,31.377306,-217.6571763008833,0.0,0.0
-285.2747514806688,100,32.071097,-285.2747514806688,0.0,0.0
-369.240302503109,100,32.742894,-369.240302503109,0.0,0.0
-236.85525500029325,100,36.335281,-236.85525500029325,0.0,0.0
-319.93220745027065,100,36.952932,-319.93220745027065,0.0,0.0
-282.55132266134024,100,37.636094,-282.55132266134024,0.0,0.0
-180.31220300868154,100,38.261331,-180.31220300868154,0.0,0.0
-133.96404248848557,100,38.905299,-133.96404248848557,0.0,0.0
-175.96752774715424,100,39.55238,-175.96752774715424,0.0,0.0
-230.67884769290686,100,40.173003,-230.67884769290686,0.0,0.0
-196.71244419552386,100,40.818873,-196.71244419552386,0.0,0.0
-241.59945376217365,100,41.48639,-241.59945376217365,0.0,0.0
-178.2911837734282,100,42.10008,-178.2911837734282,0.0,0.0
-171.97880437970161,100,45.834895,-171.97880437970161,0.0,0.0
-190.5554610248655,100,46.547668,-190.5554610248655,0.0,0.0
-195.0549639724195,100,47.356248,-195.0549639724195,0.0,0.0
-157.86167806759477,100,48.15174,-157.86167806759477,0.0,0.0
-151.97832004725933,100,48.84694,-151.97832004725933,0.0,0.0
-264.1104722470045,100,49.506162,-264.1104722470045,0.0,0.0
-184.86582463607192,100,50.112299,-184.86582463607192,0.0,0.0
-193.46483631432056,100,50.754712,-193.46483631432056,0.0,0.0
-117.28221614658833,100,51.406071,-117.28221614658833,0.0,0.0
-185.44060428068042,100,52.009503,-185.44060428068042,0.0,0.0
-149.25825015455484,100,55.499738,-149.25825015455484,0.0,0.0
-212.93680001795292,100,56.097792,-212.93680001795292,0.0,0.0
-168.0992777273059,100,56.807015,-168.0992777273059,0.0,0.0
-197.0330872386694,100,57.964575,-197.0330872386694,0.0,0.0
-151.48425577953458,100,59.217247,-151.48425577953458,0.0,0.0
-248.04116509854794,100,60.864598,-248.04116509854794,0.0,0.0
-166.0517701357603,100,61.870703,-166.0517701357603,0.0,0.0
-204.7661556750536,100,62.608714,-204.7661556750536,0.0,0.0
-153.52381048351526,100,63.2403,-153.52381048351526,0.0,0.0
-224.54077005386353,100,63.83974,-224.54077005386353,0.0,0.0
-142.59581819176674,100,67.550096,-142.59581819176674,0.0,0.0
-242.8394767343998,100,68.261647,-242.8394767343998,0.0,0.0
-154.7872290480882,100,69.186264,-154.7872290480882,0.0,0.0
-209.33003862202168,100,70.018046,-209.33003862202168,0.0,0.0
-169.09277260303497,100,70.82967,-169.09277260303497,0.0,0.0
-179.9552581757307,100,71.767774,-179.9552581757307,0.0,0.0
-124.82469400390983,100,72.716906,-124.82469400390983,0.0,0.0
-97.34579644352198,100,73.418722,-97.34579644352198,0.0,0.0
-154.5552230104804,100,74.128377,-154.5552230104804,0.0,0.0
-185.53468045592308,100,74.848273,-185.53468045592308,0.0,0.0
-144.76936197653413,100,78.336658,-144.76936197653413,0.0,0.0
-282.6255718767643,100,78.979672,-282.6255718767643,0.0,0.0
-118.01501146797091,100,79.777961,-118.01501146797091,0.0,0.0
-137.1317097917199,100,80.442282,-137.1317097917199,0.0,0.0
-115.53077744878829,100,81.272051,-115.53077744878829,0.0,0.0
-127.2000612616539,100,82.380743,-127.2000612616539,0.0,0.0
-145.0671407384798,100,83.910551,-145.0671407384798,0.0,0.0
-225.98786881566048,100,85.555681,-225.98786881566048,0.0,0.0
-218.2918931990862,100,87.144671,-218.2918931990862,0.0,0.0
-193.2016928344965,100,88.149607,-193.2016928344965,0.0,0.0
-195.11591832339764,100,92.145452,-195.11591832339764,0.0,0.0
-169.44744638353586,100,92.99545,-169.44744638353586,0.0,0.0
-144.9972208030522,100,93.869243,-144.9972208030522,0.0,0.0
-124.71333064697683,100,95.002827,-124.71333064697683,0.0,0.0
-167.85378881171346,100,96.092675,-167.85378881171346,0.0,0.0
-215.74819712340832,100,97.128661,-215.74819712340832,0.0,0.0
-184.7139416784048,100,98.239132,-184.7139416784048,0.0,0.0
-135.6699022166431,100,99.210189,-135.6699022166431,0.0,0.0
-132.5906166601926,100,99.972777,-132.5906166601926,0.0,0.0
-189.27872773073614,100,100.720994,-189.27872773073614,0.0,0.0
-134.0882146600634,100,104.472403,-134.0882146600634,0.0,0.0
-201.7659546136856,100,105.254699,-201.7659546136856,0.0,0.0
-193.83841978292912,100,106.147729,-193.83841978292912,0.0,0.0
-142.5291361398995,100,107.155468,-142.5291361398995,0.0,0.0
-173.9332379354164,100,108.027396,-173.9332379354164,0.0,0.0
-197.18978683650494,100,108.837154,-197.18978683650494,0.0,0.0
-176.33348175883293,100,109.663597,-176.33348175883293,0.0,0.0
-124.03834868967533,100,110.484565,-124.03834868967533,0.0,0.0
-134.3094564974308,100,111.341547,-134.3094564974308,0.0,0.0
-180.11009760200977,100,112.171867,-180.11009760200977,0.0,0.0
-132.19704785756767,100,116.205635,-132.19704785756767,0.0,0.0
-208.78584924340248,100,117.129844,-208.78584924340248,0.0,0.0
-160.43535969406366,100,117.934484,-160.43535969406366,0.0,0.0
-105.20415949448943,100,118.900257,-105.20415949448943,0.0,0.0
-188.9525320380926,100,119.704512,-188.9525320380926,0.0,0.0
-87.50158441625535,100,120.767589,-87.50158441625535,0.0,0.0
-156.50186355784535,100,121.650614,-156.50186355784535,0.0,0.0
-225.17178700491786,100,122.456554,-225.17178700491786,0.0,0.0
-114.05718496069312,100,123.37201,-114.05718496069312,0.0,0.0
-108.85315574705601,100,124.348693,-108.85315574705601,0.0,0.0
-128.74958090484142,100,128.171075,-128.74958090484142,0.0,0.0
-121.90017473697662,100,129.044577,-121.90017473697662,0.0,0.0
-107.73259555129334,100,129.902967,-107.73259555129334,0.0,0.0
-109.61631447914988,100,130.920304,-109.61631447914988,0.0,0.0
-179.37849533557892,100,131.770983,-179.37849533557892,0.0,0.0
-154.928051863797,100,132.775734,-154.928051863797,0.0,0.0
-156.40991131402552,100,133.680215,-156.40991131402552,0.0,0.0
-94.27914990670979,100,134.614025,-94.27914990670979,0.0,0.0
-298.34126959741116,100,135.497977,-298.34126959741116,0.0,0.0
-160.17680722475052,100,136.426782,-160.17680722475052,0.0,0.0
-118.45693625882268,100,140.252033,-118.45693625882268,0.0,0.0
-160.29556380957365,100,141.115783,-160.29556380957365,0.0,0.0
-116.25424766540527,100,141.984066,-116.25424766540527,0.0,0.0
-88.85711483098567,100,143.031163,-88.85711483098567,0.0,0.0
-169.52740339934826,100,143.863013,-169.52740339934826,0.0,0.0
-188.73513412475586,100,144.836608,-188.73513412475586,0.0,0.0
-138.94764874130487,100,145.838379,-138.94764874130487,0.0,0.0
-138.92254672199488,100,146.801849,-138.92254672199488,0.0,0.0
-161.44785179197788,100,147.726665,-161.44785179197788,0.0,0.0
-165.53272153437138,100,148.651183,-165.53272153437138,0.0,0.0
-101.369270183146,100,152.516325,-101.369270183146,0.0,0.0
-125.69473385065794,100,153.336606,-125.69473385065794,0.0,0.0
-153.11128347367048,100,154.140357,-153.11128347367048,0.0,0.0
-183.30821025371552,100,155.193432,-183.30821025371552,0.0,0.0
-180.17158465832472,100,156.137689,-180.17158465832472,0.0,0.0
-133.868631221354,100,157.010152,-133.868631221354,0.0,0.0
-179.97393295168877,100,158.060697,-179.97393295168877,0.0,0.0
-120.00761932134628,100,158.998037,-120.00761932134628,0.0,0.0
-131.26110604405403,100,159.9325,-131.26110604405403,0.0,0.0
-141.92994394525886,100,160.980155,-141.92994394525886,0.0,0.0
-137.75994385778904,100,164.92635,-137.75994385778904,0.0,0.0
-234.5024394094944,100,165.890633,-234.5024394094944,0.0,0.0
-129.72078953683376,100,166.74711,-129.72078953683376,0.0,0.0
-157.9378153467551,100,167.677882,-157.9378153467551,0.0,0.0
-102.6093327626586,100,168.479501,-102.6093327626586,0.0,0.0
-133.84175895527005,100,169.309748,-133.84175895527005,0.0,0.0
-149.20546616613865,100,170.363503,-149.20546616613865,0.0,0.0
-231.85245265066624,100,171.315936,-231.85245265066624,0.0,0.0
-129.4403407406062,100,172.253539,-129.4403407406062,0.0,0.0
-144.23266053944826,100,173.147576,-144.23266053944826,0.0,0.0
-245.85767979174852,100,177.113144,-245.85767979174852,0.0,0.0
-215.22365921735764,100,177.945996,-215.22365921735764,0.0,0.0
-183.06991043686867,100,178.994596,-183.06991043686867,0.0,0.0
-93.04336456209421,100,179.86848,-93.04336456209421,0.0,0.0
-153.96572110056877,100,180.688064,-153.96572110056877,0.0,0.0
-175.5564064309001,100,181.604995,-175.5564064309001,0.0,0.0
-185.75496143102646,100,182.712804,-185.75496143102646,0.0,0.0
-131.60973810777068,100,183.692955,-131.60973810777068,0.0,0.0
-197.95805399119854,100,184.570498,-197.95805399119854,0.0,0.0
-132.05327767319977,100,185.456211,-132.05327767319977,0.0,0.0
-218.65942372381687,100,189.21921,-218.65942372381687,0.0,0.0
-135.83291490375996,100,190.020558,-135.83291490375996,0.0,0.0
-128.9141002073884,100,191.035029,-128.9141002073884,0.0,0.0
-113.55981723591685,100,191.875226,-113.55981723591685,0.0,0.0
-125.7673022300005,100,192.737239,-125.7673022300005,0.0,0.0
-151.45075738057494,100,193.560158,-151.45075738057494,0.0,0.0
-150.41050581634045,100,194.591325,-150.41050581634045,0.0,0.0
-141.94312050938606,100,195.509708,-141.94312050938606,0.0,0.0
-131.64963548257947,100,196.480604,-131.64963548257947,0.0,0.0
-185.26827229186893,100,197.420639,-185.26827229186893,0.0,0.0
-226.25909051299095,100,201.23328,-226.25909051299095,0.0,0.0
-122.93942976370454,100,202.088417,-122.93942976370454,0.0,0.0
-246.0408250540495,100,202.966089,-246.0408250540495,0.0,0.0
-199.13625333830714,100,203.843959,-199.13625333830714,0.0,0.0
-179.03324396908283,100,204.665364,-179.03324396908283,0.0,0.0
-109.39017218723893,100,205.502283,-109.39017218723893,0.0,0.0
-201.80544798076153,100,206.471887,-201.80544798076153,0.0,0.0
-212.2991100847721,100,207.301973,-212.2991100847721,0.0,0.0
-130.46857324242592,100,208.182176,-130.46857324242592,0.0,0.0
-211.49012168496847,100,209.115146,-211.49012168496847,0.0,0.0
-139.97096468508244,100,213.076889,-139.97096468508244,0.0,0.0
-191.07638669013977,100,214.125316,-191.07638669013977,0.0,0.0
-132.18556261062622,100,215.063552,-132.18556261062622,0.0,0.0
-196.0367180723697,100,216.001292,-196.0367180723697,0.0,0.0
-200.1685674637556,100,216.828329,-200.1685674637556,0.0,0.0
-133.6059923581779,100,217.757835,-133.6059923581779,0.0,0.0
-110.83078745007515,100,218.823196,-110.83078745007515,0.0,0.0
-194.7807506620884,100,219.647577,-194.7807506620884,0.0,0.0
-227.049784719944,100,220.447514,-227.049784719944,0.0,0.0
-120.2002192363143,100,221.245365,-120.2002192363143,0.0,0.0
-128.50839190930128,100,225.178608,-128.50839190930128,0.0,0.0
-187.29098884761333,100,226.232217,-187.29098884761333,0.0,0.0
-137.74188098032027,100,227.187389,-137.74188098032027,0.0,0.0
-103.48922467138618,100,228.025131,-103.48922467138618,0.0,0.0
-143.34047050774097,100,228.841376,-143.34047050774097,0.0,0.0
-146.70176105760038,100,229.840861,-146.70176105760038,0.0,0.0
-205.5900880396366,100,230.712362,-205.5900880396366,0.0,0.0
-141.17718099802732,100,231.55427,-141.17718099802732,0.0,0.0
-144.94322486873716,100,232.435409,-144.94322486873716,0.0,0.0
-251.03079903684556,100,233.299641,-251.03079903684556,0.0,0.0
-161.9662492722273,100,237.211421,-161.9662492722273,0.0,0.0
-246.89920362830162,100,238.268635,-246.89920362830162,0.0,0.0
-138.20066056400537,100,239.131221,-138.20066056400537,0.0,0.0
-157.57876828312874,100,240.021542,-157.57876828312874,0.0,0.0
-134.4052322357893,100,240.887867,-134.4052322357893,0.0,0.0
-257.38601768016815,100,241.886154,-257.38601768016815,0.0,0.0
-187.98137906193733,100,242.647442,-187.98137906193733,0.0,0.0
-214.37476967275143,100,243.401308,-214.37476967275143,0.0,0.0
-138.4176931232214,100,244.214636,-138.4176931232214,0.0,0.0
-138.20378456264734,100,245.180049,-138.20378456264734,0.0,0.0
-133.35471707582474,100,249.239003,-133.35471707582474,0.0,0.0
-169.55271930247545,100,250.085805,-169.55271930247545,0.0,0.0
-115.60846941545606,100,250.974874,-115.60846941545606,0.0,0.0
-116.32343246601522,100,251.899655,-116.32343246601522,0.0,0.0
-94.14148614183068,100,252.780369,-94.14148614183068,0.0,0.0
-120.0370611846447,100,253.789307,-120.0370611846447,0.0,0.0
-90.53521031420678,100,254.668058,-90.53521031420678,0.0,0.0
-90.96494823042303,100,255.692626,-90.96494823042303,0.0,0.0
