# {"t_start": 1593543078.3381484, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5
-325.8370046541095,100,6.286184,-325.8370046541095,0.0,0.0,0.0,0.0,0.0
-361.7237252779305,100,8.62683,-361.7237252779305,0.0,0.0,0.0,0.0,0.0
-585.6581020727754,100,10.235423,-585.6581020727754,0.0,0.0,0.0,0.0,0.0
-320.0116222333163,100,11.915913,-320.0116222333163,0.0,0.0,0.0,0.0,0.0
-879.460515037179,100,13.487128,-877.460515037179,-2.0,0.0,0.0,0.0,0.0
-272.4718903992325,100,15.11051,-272.4718903992325,0.0,0.0,0.0,0.0,0.0
-842.2746376618743,100,16.793737,-842.2746376618743,0.0,0.0,0.0,0.0,0.0
-322.4585378821939,100,18.351033,-322.4585378821939,0.0,0.0,0.0,0.0,0.0
-757.1759775206447,100,20.096339,-754.1759775206447,-1.0,0.0,-1.0,0.0,-1.0
-327.3560447525233,100,21.76846,-327.3560447525233,0.0,0.0,0.0,0.0,0.0
-1134.9694958776236,100,237.83378,-1120.9694958776236,-5.0,-3.0,-2.0,0.0,-4.0
-665.2197688426822,100,239.627913,-665.2197688426822,0.0,0.0,0.0,0.0,0.0
-403.016562750563,100,241.424347,-403.016562750563,0.0,0.0,0.0,0.0,0.0
-511.83562416024506,100,243.246854,-507.83562416024506,-2.0,0.0,0.0,0.0,-2.0
-304.39055811427534,100,245.06755,-302.39055811427534,-1.0,-1.0,0.0,0.0,0.0
-245.01837754901499,100,246.91851,-241.01837754901499,-2.0,0.0,0.0,-2.0,0.0
-656.9137330986559,100,248.735355,-652.9137330986559,0.0,0.0,-1.0,-1.0,-2.0
-290.2388637792319,100,250.564044,-282.2388637792319,0.0,0.0,0.0,-4.0,-4.0
-528.0832130610943,100,252.377549,-528.0832130610943,0.0,0.0,0.0,0.0,0.0
-273.6495203208178,100,254.050153,-273.6495203208178,0.0,0.0,0.0,0.0,0.0
-289.5634096413851,100,413.558442,-280.5634096413851,-3.0,-3.0,0.0,-3.0,0.0
-476.3403451461345,100,415.106061,-474.3403451461345,0.0,0.0,0.0,-2.0,0.0
-700.0144894383848,100,416.712055,-700.0144894383848,0.0,0.0,0.0,0.0,0.0
-211.77335028769448,100,418.318907,-211.77335028769448,0.0,0.0,0.0,0.0,0.0
-397.644132433692,100,419.837412,-383.644132433692,0.0,0.0,-5.0,-4.0,-5.0
-271.57545449445024,100,421.404702,-271.57545449445024,0.0,0.0,0.0,0.0,0.0
-220.3397681089118,100,422.940214,-220.3397681089118,0.0,0.0,0.0,0.0,0.0
-280.3268717522733,100,424.410384,-280.3268717522733,0.0,0.0,0.0,0.0,0.0
