# {"t_start": 1593497559.731716, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2
-346.61031041666865,100,3.654778,-346.61031041666865,0.0,0.0
-328.3510040808469,100,4.900219,-328.3510040808469,0.0,0.0
-467.25159552693367,100,5.913165,-467.25159552693367,0.0,0.0
-477.1705298833549,100,6.870962,-477.1705298833549,0.0,0.0
-284.51988239586353,100,7.735553,-284.51988239586353,0.0,0.0
-153.05521628260612,100,8.84307,-153.05521628260612,0.0,0.0
-383.9415183663368,100,9.860885,-383.9415183663368,0.0,0.0
-214.8269367814064,100,10.922964,-214.8269367814064,0.0,0.0
-241.40168441087008,100,11.964571,-241.40168441087008,0.0,0.0
-289.35011180862784,100,12.894094,-289.35011180862784,0.0,0.0
-330.35081620514393,100,22.06306,-330.35081620514393,0.0,0.0
-505.93256620690227,100,22.99457,-505.93256620690227,0.0,0.0
-300.1279538497329,100,23.900556,-300.1279538497329,0.0,0.0
-141.3146394812502,100,24.872505,-141.3146394812502,0.0,0.0
-168.99989288672805,100,25.702435,-168.99989288672805,0.0,0.0
-335.16893254593015,100,26.510559,-335.16893254593015,0.0,0.0
-223.2365954965353,100,27.291265,-223.2365954965353,0.0,0.0
-405.13520350307226,100,28.285382,-405.13520350307226,0.0,0.0
-211.46995621174574,100,29.484981,-211.46995621174574,0.0,0.0
-341.5408984720707,100,30.451835,-341.5408984720707,0.0,0.0
-288.08842664957047,100,34.728033,-288.08842664957047,0.0,0.0
-120.42705404013395,100,35.652634,-120.42705404013395,0.0,0.0
-364.4146726578474,100,36.576511,-364.4146726578474,0.0,0.0
-142.53526487015188,100,37.461174,-142.53526487015188,0.0,0.0
-267.2031013481319,100,38.214914,-267.2031013481319,0.0,0.0
-172.86604388803244,100,38.976555,-172.86604388803244,0.0,0.0
-174.16162536293268,100,39.886802,-174.16162536293268,0.0,0.0
-505.2333268523216,100,41.207484,-505.2333268523216,0.0,0.0
-175.19487698748708,100,42.141492,-175.19487698748708,0.0,0.0
-266.38251927495,100,43.002449,-266.38251927495,0.0,0.0
-192.84898041188717,100,46.920678,-192.84898041188717,0.0,0.0
-292.0531124714762,100,47.809406,-292.0531124714762,0.0,0.0
-283.77243476361036,100,48.687951,-283.77243476361036,0.0,0.0
-193.260606482625,100,49.584008,-193.260606482625,0.0,0.0
-364.98112919926643,100,50.322387,-364.98112919926643,0.0,0.0
-334.2891784608364,100,51.070999,-334.2891784608364,0.0,0.0
-181.85898089036345,100,51.835968,-181.85898089036345,0.0,0.0
-214.9052358418703,100,53.134121,-214.9052358418703,0.0,0.0
-153.19155283644795,100,54.083669,-153.19155283644795,0.0,0.0
-159.86786891520023,100,55.016034,-159.86786891520023,0.0,0.0
-191.25468165427446,100,59.339456,-191.25468165427446,0.0,0.0
-223.71443730592728,100,60.303223,-223.71443730592728,0.0,0.0
-210.7653149086982,100,61.321935,-210.7653149086982,0.0,0.0
-174.60187762975693,100,62.158219,-174.60187762975693,0.0,0.0
-135.6597554134205,100,62.951026,-135.6597554134205,0.0,0.0
-195.22707415372133,100,63.727576,-195.22707415372133,0.0,0.0
-211.57596165733412,100,64.651203,-211.57596165733412,0.0,0.0
-169.51693452894688,100,65.850311,-169.51693452894688,0.0,0.0
-150.1216978179291,100,66.795076,-150.1216978179291,0.0,0.0
-306.4330884963274,100,67.75452,-306.4330884963274,0.0,0.0
-192.9029642008245,100,72.015828,-192.9029642008245,0.0,0.0
-248.12285412847996,100,72.925347,-248.12285412847996,0.0,0.0
-145.48149340227246,100,73.815753,-145.48149340227246,0.0,0.0
-206.4362359624356,100,74.779797,-206.4362359624356,0.0,0.0
-206.0716220792383,100,75.547781,-206.0716220792383,0.0,0.0
-207.86475996300578,100,76.307415,-207.86475996300578,0.0,0.0
-191.5288588181138,100,77.183703,-191.5288588181138,0.0,0.0
-122.87479980289936,100,78.277784,-122.87479980289936,0.0,0.0
-184.68966741859913,100,79.105269,-184.68966741859913,0.0,0.0
-281.76404310390353,100,80.146515,-281.76404310390353,0.0,0.0
-233.03336488083005,100,84.286418,-233.03336488083005,0.0,0.0
-109.96677469834685,100,85.160794,-109.96677469834685,0.0,0.0
-157.75347256287932,100,86.098151,-157.75347256287932,0.0,0.0
-227.66989317163825,100,86.987575,-227.66989317163825,0.0,0.0
