# {"t_start": 1593492741.3674278, "env_id": "MultiAgent-v0"} 
r,l,t,r0,r1,r2,r3,r4,r5
-600.4193710535765,100,10.142273,-600.4193710535765,0.0,0.0,0.0,0.0,0.0
-538.6006059069186,100,12.217027,-538.6006059069186,0.0,0.0,0.0,0.0,0.0
-282.26054211333394,100,14.584452,-282.26054211333394,0.0,0.0,0.0,0.0,0.0
-682.2429338768125,100,16.937227,-682.2429338768125,0.0,0.0,0.0,0.0,0.0
-420.85353184491396,100,19.241633,-420.85353184491396,0.0,0.0,0.0,0.0,0.0
-546.1230636602268,100,21.515161,-546.1230636602268,0.0,0.0,0.0,0.0,0.0
-650.665152322501,100,23.80847,-650.665152322501,0.0,0.0,0.0,0.0,0.0
-325.2543613575399,100,25.739675,-325.2543613575399,0.0,0.0,0.0,0.0,0.0
-383.61387725919485,100,27.812571,-383.61387725919485,0.0,0.0,0.0,0.0,0.0
-358.527850471437,100,29.704859,-358.527850471437,0.0,0.0,0.0,0.0,0.0
-340.9320293292403,100,42.179471,-340.9320293292403,0.0,0.0,0.0,0.0,0.0
-294.9396964982152,100,44.356349,-294.9396964982152,0.0,0.0,0.0,0.0,0.0
-464.12386702373624,100,46.538727,-464.12386702373624,0.0,0.0,0.0,0.0,0.0
-241.72535642329603,100,48.689345,-241.72535642329603,0.0,0.0,0.0,0.0,0.0
-439.5848702508956,100,50.93985,-439.5848702508956,0.0,0.0,0.0,0.0,0.0
-333.96748497337103,100,52.950374,-333.96748497337103,0.0,0.0,0.0,0.0,0.0
-331.6820646226406,100,55.545511,-331.6820646226406,0.0,0.0,0.0,0.0,0.0
-544.9113246574998,100,57.775401,-544.9113246574998,0.0,0.0,0.0,0.0,0.0
-478.19786532223225,100,59.971053,-478.19786532223225,0.0,0.0,0.0,0.0,0.0
-461.924997150898,100,62.066108,-461.924997150898,0.0,0.0,0.0,0.0,0.0
-378.14186368882656,100,67.811533,-378.14186368882656,0.0,0.0,0.0,0.0,0.0
-422.6508494615555,100,70.080648,-422.6508494615555,0.0,0.0,0.0,0.0,0.0
-990.7407816573977,100,72.189232,-990.7407816573977,0.0,0.0,0.0,0.0,0.0
-256.22907285485417,100,74.418541,-256.22907285485417,0.0,0.0,0.0,0.0,0.0
-431.90689436905086,100,76.538573,-431.90689436905086,0.0,0.0,0.0,0.0,0.0
-299.6137820016593,100,78.477542,-299.6137820016593,0.0,0.0,0.0,0.0,0.0
